source,source_type,source_url,job_title,company_name,location,employment_type,seniority_level,industries,posting_date,deadline,skills_tags,full_text,role_group
linkedin,aggregator,https://am.linkedin.com/jobs/view/asic-engineer-at-cisco-4368382194?refId=H7Fi38TUWBLdxmlPGO%2FSqA%3D%3D&trackingId=zfl4LQIpByp1cjefj73RdA%3D%3D&position=5&pageNum=3,ASIC Engineer,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2026-02-02,,,"Meet the Team

Step into Cisco's ASIC Physical Design Team, where innovation meets collaboration. As a group of highly skilled engineers, we're redefining what's possible in silicon technology. Our mission is to drive the future of chip design, managing full chip physical implementation from RTL to GDSII and beyond. Working hand-in-hand with Front-End teams, we transform cutting-edge designs into industry-leading silicon solutions. Here, you'll have the opportunity to shape tomorrow's technology, driving advancements in power, performance, and reliability with every project. Together, we're building the foundation for the future of connectivity.

Your Impact

In this role, you'll drive Cisco's silicon innovation by creating breakthrough solutions that blend hardware and software. You'll solve complex challenges, accelerate design processes, and deliver impactful technology. Beyond your technical work, you'll be part of a culture that values mentorship, celebrates success, and supports your growth. This is your opportunity to shape technology that connects and empowers people worldwide.

 You will be responsible for macro level RTL to GDS implementation and signoff. Work with Front-End teams to understand the design architecture to ensure optimal physical implementation. Execute physical design tasks, including gate-level netlist synthesis, floorplanning, placement, Clock Tree Synthesis (CTS), and routing. Optimize designs to achieve industry-leading power, performance, and area (PPA) metrics while maintaining design integrity through formal verification. Conduct Static Timing Analysis (STA), physical verification, formal verification and signoff closure to ensure high-quality results. Analyze and resolve Electromigration (EM) and IR-drop (IR) issues, meeting stringent signoff requirements for reliability and performance.

Minimum Qualifications

 Bachelor's or Master's degree in Electrical Engineering, Computer Science, or a related field. 3+ year minimum of hands-on experience in ASIC design and verification Proven expertise in ASIC physical design and verification. Knowledge of block-level synthesis, place-and-route (PnR), and timing closure. First-hand experience with industry-standard PnR and signoff tools such as Synopsys and Cadence.

Preferred Qualifications

 Understanding of all aspects of physical design construction, integration, and methodologies. Proficiency in Physical Design Verification, including techniques like LVS and DRC. Experience with physical design EDA tools and workflows. Expertise in Static Timing Analysis (STA), timing closure, and design constraints. Proficiency in scripting languages like Tcl, Python, or Perl, with a focus on automation and efficiency improvements.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/asic-engineer-internship-armenia-at-cisco-4377005195?refId=iPWmShRkQAC5eHSv2RVE4A%3D%3D&trackingId=2AUxZBUJnGnvuqZ15rEi1w%3D%3D&position=22&pageNum=0,ASIC Engineer Internship (Armenia),Cisco,Armenia,Full-time,Not Applicable,Software Development,2026-02-23,,,"Please note this posting is to advertise potential job opportunities. This exact role may not be open today but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens.

Meet the Team

Join our specialized ASIC implementation team where we bridge the gap between architectural design and physical silicon reality. Our team provides a structured, mentorship-driven environment focused on block-level and top-level physical implementation, timing closure, and physical verification. We work at the heart of Cisco’s hardware innovation, ensuring that our next-generation semiconductor technologies are reliable, efficient, and high-performing. You will collaborate with experienced engineers who are passionate about teaching and pushing the boundaries of VLSI technology. This is an exciting opportunity to gain hands-on experience with industry-standard tools while contributing to the hardware that powers the global internet.

Your Impact

Support physical design tasks including floorplanning, placement, and routing to ensure efficient ASIC implementation. Participate in Static Timing Analysis (STA) and timing closure activities to meet critical design performance specifications. Assist in IR Drop and EMIR analysis to maintain power integrity and long-term reliability of the hardware. Perform physical verification checks such as DRC and LVS to guarantee manufacturing readiness and design rule compliance. Prepare technical documentation and reports to communicate progress and findings to the broader engineering team.

Minimum Qualifications

 Currently enrolled in a Bachelor’s or Master’s program in Microelectronics, VLSI, Electrical Engineering, or a related field. Strong academic foundation in MOS transistors and semiconductor device physics. Proficiency in digital circuit fundamentals and analog circuit basics. Academic knowledge of VLSI design concepts and the standard ASIC flow. Ability to interpret design specifications and process technology requirements.

Preferred Qualifications

 Experience or advanced coursework in analog/digital layout design. Familiarity with industry EDA tools such as Cadence, Synopsys, or Mentor Graphics. Basic scripting knowledge in Python, Perl, or Tcl for workflow automation. Strong analytical and problem-solving skills with a proactive willingness to learn. Effective teamwork capabilities and ability to deliver technical presentations.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/asic-engineering-technical-leader-at-cisco-4369751637?refId=0sJPLggK8GC5meNwe3Deuw%3D%3D&trackingId=UnPregez6JcNCylD6GhFyw%3D%3D&position=12&pageNum=2,ASIC Engineering Technical Leader,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2026-02-06,,,"Meet the Team

Join the Physical Design CAD & Methodology Team—a senior technical group responsible for defining, scaling, and sustaining RTL-to-GDS Physical Design implementation and signoff methodologies across complex ASIC programs.

Our team partners closely with Physical Design, STA, Power, Physical Verification, Front-End, and Silicon Architecture teams to drive predictable QoR, fast convergence, and first-pass silicon success. We are a highly collaborative, execution-focused team that values deep technical expertise, ownership, and mentorship. If you are passionate about shaping how advanced chips are implemented and signed off, this is the team for you.

Your Impact

As a Physical Design Flow & Methodology Technical Leader, you will provide technical leadership in defining, developing, and maintaining scalable, signoff-robust Physical Design flows from synthesis handoff through final GDS delivery.

You will work on PD methodologies, drive flow standardization, and lead complex debug efforts involving timing, power, congestion, and physical verification. You will partner with technical leads and program stakeholders to influence implementation strategy, tool usage, and signoff criteria.

In this role, you will mentor engineers, review designs and flows, and lead methodology rollouts, flow migrations, and tool evaluations. You will work on flow QA infrastructure, regression strategies, and documentation, ensuring long-term scalability and maintainability. Your leadership will directly impact tape-out predictability, QoR consistency, and engineering productivity across multiple ASIC programs.

Minimum Qualifications

University degree in Electrical Engineering, Computer Engineering, or a related field and 8+ years of experience in ASIC Physical Design, PD flow/methodology, or CAD engineeringDeep hands-on experience with Physical Design and signoff tools, such as: Fusion Compiler or Innovus; PrimeTime (MCMM STA); PrimePower or equivalent power analysis tools; Calibre or ICV for physical verificationExpert-level understanding of RTL-to-GDS Physical Design and signoff flow, including synthesis handoff, ECOs, and tape-out requirementsStrong proficiency in timing, power, and physical verification signoff methodologiesAdvanced proficiency in scripting and automation (Tcl, Python, Shell)Proven ability to lead complex cross-tool and cross-domain debug efforts

Preferred Qualifications

Demonstrated experience owning and evolving enterprise-scale PD flowsStrong understanding of MCMM timing, power signoff, and SI-aware implementationExperience with power integrity signoff (static/dynamic IR drop, EM/EMIR)Familiarity with advanced process nodes and design rule complexityExperience leading methodology reviews, best-practice definitions, and technical trainingExcellent documentation skills and the ability to communicate complex methodology concepts clearlyTrack record of mentoring engineers and influencing technical direction across teamsHigh attention to detail with a strong focus on quality, reproducibility, and long-term maintainability

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/asic-physical-design-technical-leader-at-cisco-4377176883?refId=o27RPzMQr9phSOEwMvXHqA%3D%3D&trackingId=PpmwFP66R1ToWyvxLHaI8Q%3D%3D&position=11&pageNum=10,ASIC Physical Design Technical Leader,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2026-02-24,,,"This is a hybrid role with four days per week at Cisco’s Yerevan office.

Meet the Team

Join a world-class Physical Design team at the forefront of advanced SoC development. Our team is responsible for delivering ground breaking silicon solutions that power innovative products across global markets. With a diverse group of highly skilled engineers, we foster collaboration and technical excellence in a fast-paced, supportive environment. The team’s work is integral to achieving high-performance, power-efficient designs that enable next-generation technologies. You'll be part of a vibrant, ambitious group passionate about solving complex challenges and driving industry innovation.

Your Impact

Drive macro-level RTL-to-GDSII physical implementation and signoff for complex SoCs or large subsystem designs, ensuring high-quality results. Provide technical leadership for architecture-aware implementation strategies by collaborating closely with Front-End, RTL, and system teams. Implement end-to-end physical design processes—including synthesis, floorplanning, placement, Clock Tree Synthesis (CTS), routing, and signoff convergence—to achieve robust and predictable outcomes. Define and drive PPA (power, performance, area) optimization strategies, ensuring design correctness and reliability. Lead STA, physical and formal verification, EM/IR analysis, and signoff closure to meet advanced-node reliability and power integrity requirements. Mentor junior engineers, establish best practices, and partner with CAD, methodology, and EDA vendors to improve flows and enable new technologies. Your contributions will directly impact the success of major tapeouts and the adoption of industry-leading innovations.

Minimum Qualifications

Bachelor’s or Master’s degree in Electrical Engineering, Computer Science, or a related field.10+ years experience in ASIC physical design and implementation.Proven track record leading physical design preferably for complex SoCs or large IPs through successful tapeout.Deep expertise in block and top-level synthesis, place-and-route (PnR), timing closure, and signoff.Experience with industry-standard implementation and signoff tools (e.g., Synopsys, Cadence).

Preferred Qualifications

Demonstrated technical leadership, including mentoring engineers and driving cross-functional alignment.Strong understanding of full-chip integration challenges and RTL-to-physical implementation interactions.Expertise with physical verification (LVS, DRC) and signoff methodologies.Advanced skills in STA, constraint development, and timing convergence strategies.Experience driving methodology improvements and collaborating with CAD/flow teams.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/analog-layout-design-engineer-at-cisco-4375179323?refId=CvT1vacQpbgXyByO6H8MnA%3D%3D&trackingId=JUhaTvw6qDdqiMvA3Jm53A%3D%3D&position=23&pageNum=4,Analog Layout Design Engineer,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2026-02-19,,,"This is a hybrid role with four days per week at Cisco’s Yerevan office.

Meet the Team

Join our innovative Analog IC Design team, a dynamic group of engineers dedicated to pushing the boundaries of semiconductor technology. Our work is crucial for developing the foundational analog blocks that power Cisco's next-generation products, directly impacting our ability to deliver high-performance and reliable solutions to our customers. Comprising experienced layout and circuit designers, our team fosters a collaborative and energetic environment where new ideas are encouraged, and collective problem-solving is key. You'll be at the forefront of creating cutting-edge analog circuits for advanced technology nodes, contributing to products that shape the future of connectivity.

Your Impact

Design and optimize analog integrated circuit layouts to meet stringent performance, area, and manufacturability requirements. Collaborate closely with circuit designers to translate complex schematics into efficient physical layouts, ensuring compliance with design rules, methodologies, and reliability standards while minimizing parasitic effects. Create detailed analog IC layouts following industry best practices and perform rigorous design rule checks (DRC) and layout versus schematic (LVS) verifications. Optimize layouts for critical factors such as noise reduction, matching, and power efficiency to enhance overall circuit performance. Support tape-outs on the most advanced manufacturing processes by proactively addressing and resolving layout-related issues, ensuring successful product realization.

Minimum Qualifications

Electronics Practical Engineer certificate or Bachelor's degree in Electrical Engineering or any related field.3+ years' experience in Analog layout design.Proficiency in layout tools such as Cadence Virtuoso and Calibre DRC/LVS or similar industry-standard tools.Fluency both spoken and written English.

Preferred Qualifications

Experience in advanced technology nodes like 5nm and below.Strong understanding of analog circuit design and semiconductor device physics,Proven expertise in layout matching and shielding techniques, with experience in noise-sensitive designs and a solid understanding of ESD protection structures.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/cad-engineer-at-cisco-4376589461?refId=Oz95CMbxh%2BWdKCDSPBI4JA%3D%3D&trackingId=9qRon2xUtAWm50AwCp6kCA%3D%3D&position=20&pageNum=1,CAD Engineer,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2026-02-23,,,"Meet the Team

Cisco Hardware Engineers develop and work with Next Generation Technology to build Cisco Hardware products keeping in mind the user experience and in accordance with IEEE standards, and industry best practices. Hardware Engineers serve a range of roles at Cisco from IP Creators and architects creating industry standards, to Solution Integrators driving cross-functional teams to go from concept to production, as well as providing expertise in Solution Verification and ensuring that our products meet Cisco and Industry quality standards.

They drive innovation across the large CISCO portfolio, including but not limited to System/Board Design, Circuit Board Layout, Hardware Automation, Validation and Test, Signal Integrity and Power Design. They work cross functionally with system designers, diagnostics engineers, customer escalation engineers, & external vendors to ensure robust test methodology & timely issue mitigation resulting in high product quality and enable next generation solutions.

They drive innovation across Cisco's hardware portfolio and enable next generation solutions through IP development, research, and challenging the status quo within the industry (finding ways to optimize cost, performance, and quality)

Your Impact

Join the Custom STD cells design team at Cisco Silicon One, a core part of Cisco's advanced silicon development organization. Our team is responsible for the physical implementation of Custom STD cells on industry-leading CMOS process nodes, enabling Cisco's next-generation networking devices.

You will work closely with circuit designers, Layout engineers, and verification teams to deliver robust, high-performance silicon in a highly collaborative environment.

Minimum Qualifications

Bachelor’s or higher degree in Electrical Engineering, Computer Engineering, or a related field5+ years of experience in CAD Design/EngineeringExperience in Standard Cells characterizationExperience with EDA tool environment maintenanceHands-on experience with at least one major EDA tool (e.g., Virtuoso, Innovus, Genus, Spectre or AllegroProficiency in at least one scripting language (TCL, Python, or Shell)

Preferred Qualifications

Strong understanding of digital design fundamentals, including RTL, synthesis, and physical design conceptsDetail-oriented, with a strong focus on quality, velocity, and predictabilityFamiliarity with standard ASIC collateral (Liberty (.lib), LEF/DEF, GDS, SDC, SPEF, SDF)

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/layout-engineer-at-cisco-4376593306?refId=Oz95CMbxh%2BWdKCDSPBI4JA%3D%3D&trackingId=MkeCyx91fv1qw5gMuoICdw%3D%3D&position=25&pageNum=1,Layout Engineer,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2026-02-23,,,"Meet the Team

Cisco Hardware Engineers develop and work with Next Generation Technology to build Cisco Hardware products keeping in mind the user experience and in accordance with IEEE standards, and industry best practices. Hardware Engineers serve a range of roles at Cisco from IP Creators and architects creating industry standards, to Solution Integrators driving cross-functional teams to go from concept to production, as well as providing expertise in Solution Verification and ensuring that our products meet Cisco and Industry quality standards.

They drive innovation across the large CISCO portfolio, including but not limited to System/Board Design, Circuit Board Layout, Hardware Automation, Validation and Test, Signal Integrity and Power Design. They work cross functionally with system designers, diagnostics engineers, customer escalation engineers, & external vendors to ensure robust test methodology & timely issue mitigation resulting in high product quality and enable next generation solutions.

They drive innovation across Cisco's hardware portfolio and enable next generation solutions through IP development, research, and challenging the status quo within the industry (finding ways to optimize cost, performance, and quality)

Your Impact

Join the Custom STD cells design team at Cisco Silicon One, a core part of Cisco's advanced silicon development organization. Our team is responsible for the physical implementation of Custom STD cells on industry-leading CMOS process nodes, enabling Cisco's next-generation networking devices.

You will work closely with circuit designers, CAD engineers, and verification teams to deliver robust, high-performance silicon in a highly collaborative environment.

Minimum Qualifications

Electronics Practical Engineer certificate or Bachelor's degree in Electrical Engineering or any related field.5+ years' experience in Full Custom Layout Design.Proficiency in layout tools such as Cadence Virtuoso and Calibre DRC/LVS or similar industry-standard tools.Fluency both spoken and written English.

Preferred Qualifications

Experience in advanced technology nodes like 5nm and below.Experience in Standard Cells design.Strong understanding of VLSI flow.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/mbist-design-engineer-at-cisco-4335444699?refId=CvT1vacQpbgXyByO6H8MnA%3D%3D&trackingId=EGXfO4Xu4yNgygFoTWMybA%3D%3D&position=5&pageNum=4,MBIST Design Engineer,Cisco,Armenia,Full-time,Entry level,Software Development,2025-11-11,,,"This is a hybrid role with four days per week at Cisco’s Yerevan office.

Meet the Team

Join Cisco’s ASIC Design for Test (DFT) Team, where innovation, collaboration, and technical excellence drive everything we do. As a group of passionate engineers, we are committed to pushing the boundaries of testability and reliability in complex silicon systems. Our mission is to enable robust, high-quality silicon by architecting and implementing advanced DFT solutions. Working in close partnership with design, verification, and physical implementation teams, we ensure that every Cisco chip is not only powerful, but also rigorously tested and dependable. Here, you’ll play a pivotal role in shaping the future of test engineering while growing alongside some of the best minds in the industry.

Your Impact

In this role, you will be central to Cisco’s silicon quality and innovation by developing advanced DFT strategies that ensure every chip meets the highest standards for testability and reliability. You will address challenges across digital and mixed-signal domains, collaborating with multi-functional teams to design, implement, and optimize sophisticated test solutions. Your work will enhance product robustness, accelerate silicon validation, and drive progress in automated test methodologies.

Architect and Implement DFT Solutions: Design and integrate advanced Test Access Mechanisms (TAM), scan chains, Built-In Self-Test (BIST), and Memory BIST (MBIST) infrastructures for complex integrated circuits.Test Planning and Coverage Analysis: Lead test planning, test pattern generation, and fault coverage analysis to improve test coverage for both digital and mixed-signal designs.Collaborate Across Teams: Work closely with design, verification, ATE, and physical design teams to ensure DFT structures meet functional, timing, and implementation requirements.Leverage Tools and Automation: Apply and develop automation scripts and in-house tools for DFT workflows, including MBIST pattern generation and fault simulation, using industry-standard EDA solutions.Fault Diagnosis and Debugging: Identify, analyze, and debug issues related to DFT structures, perform root cause analysis on failed tests, and recommend design changes for improved testability.Documentation and Reporting: Prepare detailed documentation on test plans, test coverage, and debugging results; report on DFT metrics to ensure compliance with company and industry standards.

Minimum Qualifications

Bachelor’s or higher degree in Electrical Engineering, Computer Engineering, or a related technical field.2+ years of hands-on experience in MBIST, SCAN/ATPG, and DFT methodologies for complex digital and mixed-signal designs.Proven expertise with industry-standard DFT tools and flows (e.g., Synopsys, Cadence, Mentor).Strong understanding of ASIC/FPGA design flow, including RTL design, verification, and test.Proficiency in scripting languages such as Tcl, Python, or Perl for test automation and workflow enhancement.Demonstrated ability to identify, analyze, and resolve DFT issues related to MBIST insertion, pattern generation, and fault coverage.Excellent communication skills and experience collaborating within cross-functional engineering teams.

Preferred Qualifications

Expertise in advanced DFT methodologies such as Logic BIST, Memory BIST, and hybrid scan/MBIST approaches.Experience with low-power DFT strategies and power-aware test techniques.Ability to develop custom scripts or internal tools for DFT analysis and automation.Familiarity with industry standards such as IEEE 1149.1 (JTAG) and IEEE 1500.Experience leading DFT efforts on large-scale projects and mentoring junior engineers.Strong project management skills and a track record of driving test planning and implementation best practices.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/mbist-dft-design-and-verification-engineer-at-cisco-4368834816?refId=Uj%2BITkQriDnusKk%2FaELxmQ%3D%3D&trackingId=HY5JmHBkDrkskVuM%2FFpGew%3D%3D&position=3&pageNum=8,MBIST/DFT Design and Verification Engineer,Cisco,Armenia,Full-time,Entry level,Software Development,2026-02-03,,,"This is a hybrid role with four days per week at Cisco’s Yerevan office.

Meet the team

Join the CHG Team in Armenia, a dynamic group within Cisco’s globally renowned Silicon One brand. Our team specializes in MBIST (Memory Built-In Self-Test) as part of the larger DFT (Design For Test) group, contributing directly to the quality and reliability of advanced chip solutions. We collaborate with international teams to drive innovation from design through post-silicon verification. With a mix of seasoned engineers and emerging talent, our culture is collaborative, supportive, and driven by curiosity. Be part of a passionate team that values technical excellence, learning, and making a real-world impact.

Your impact

Take ownership of MBIST insertion and verification, ensuring the highest test quality for Cisco’s cutting-edge silicon products. Define and enhance MBIST design flows to continuously improve efficiency and reliability. Lead simulation and debugging efforts, both pre- and post-silicon, to identify and resolve complex design issues. Collaborate with cross-functional teams to deliver robust, high-coverage test solutions. Your work will directly influence Cisco’s product quality and help accelerate time-to-market for world-class networking technologies.

Minimum Qualifications

Bachelor’s degree or higher in Electrical Engineering, Computer Engineering, or a related technical field.2+ years of experience in at least one of MBIST, SCAN, ATPG, DFT, or ASIC Design/Verification.Strong understanding of ASIC/FPGA design flow, including RTL design, verification, and test.Knowledge of memory testing techniques and MBIST architecture.Proficiency in at least one scripting language (Tcl, Python, or Perl) for test and verification automation.

Preferred Qualifications

Expertise in designing and implementing MBIST or SCAN/ATPG solutions.Hands-on experience with DFT tools and methodologies (e.g., Synopsys Vecgen, Integrator, VCS; EDA tools such as Synopsys DFT Compiler, Cadence Modus, or Mentor Tessent).Familiarity with advanced DFT methodologies such as Logic BIST, Memory BIST, Functional Test, and industry standards (e.g., IEEE 1149.1, IEEE 1500).Strong communication skills for effective collaboration with cross-functional teams in a fast-paced environment.

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
linkedin,aggregator,https://am.linkedin.com/jobs/view/sta-timing-engineer-at-cisco-4361365253?refId=ifoIvcPtczNyqHNec20wrw%3D%3D&trackingId=amJ7wKSUooSvQmpO6y8wHg%3D%3D&position=6&pageNum=6,STA Timing Engineer,Cisco,Armenia,Full-time,Mid-Senior level,Software Development,2026-01-13,,,"Meet the team

Join our dynamic Test Timing Engineering team, a group of passionate experts dedicated to ensuring robust and accurate timing constraints for advanced chip designs. Our work is critical to the success of the broader silicon design process, enabling efficient test and verification of complex integrated circuits. The team is mid-sized, blending seasoned engineers with fresh perspectives, fostering a collaborative and supportive environment. You’ll find an atmosphere of innovation, continuous learning, and strong cross-functional collaboration, all driven by a commitment to technical excellence. If you thrive on solving challenging problems and making a tangible impact on product quality, you’ll feel right at home here.

Your impact

As a Test Timing Engineer, you will play a pivotal role in developing and validating timing constraints that ensure the accuracy and reliability of advanced chip designs.

Own the creation and validation of timing constraints at block, sub-chip, and full-chip levels in various test modes.Perform quality checks, including identifying duplicated constraints and verifying unconstrained endpoints, to drive robust timing analysis.Develop and enhance methodologies, guidelines, and checklists to streamline static timing analysis (STA) workflows.Collaborate with cross-functional teams to resolve timing and design flow issues, accelerating project execution.Implement and maintain SDC flows and validation processes to ensure compliance and accuracy across all design stages.

Minimum Qualifications

Bachelor’s degree in electrical or computer engineering (or equivalent field) with 8+ years of relevant work experience or Master’s degree in electrical or computer engineering (or equivalent) with 6+ years of relevant experience.Demonstrated experience developing block/full-chip SDC in test modes (scan shift, scan capture, ATPG capture).Proficiency in Static Timing Analysis (STA) and hands-on experience with tools such as PrimeTime.Programming proficiency in at least two scripting languages (e.g., Perl, TCL, Python, Makefile).Proven track record in SDC validation, timing exception handling, and STA flow development.

Preferred Qualifications

Master’s degree in electrical or computer engineering (or equivalent) with 6+ years of relevant experience.Experience debugging and analyzing timing constraints for DFT modes (scan shift/capture, BIST)Prior hands-on experience with SDC debugging and STA tools (Synopsys GCA/TCM/PrimeTime)Experience with synthesis tools, especially Synopsys Fusion Compiler, and Tessent DFT insertionStrong communication skills and proven ability to work collaboratively within cross-functional teams

Why Cisco?

At Cisco, we’re revolutionizing how data and infrastructure connect and protect organizations in the AI era – and beyond. We’ve been innovating fearlessly for 40 years to create solutions that power how humans and technology work together across the physical and digital worlds. These solutions provide customers with unparalleled security, visibility, and insights across the entire digital footprint.

Fueled by the depth and breadth of our technology, we experiment and create meaningful solutions. Add to that our worldwide network of doers and experts, and you’ll see that the opportunities to grow and build are limitless. We work as a team, collaborating with empathy to make really big things happen on a global scale. Because our solutions are everywhere, our impact is everywhere.

We are Cisco, and our power starts with you.",Hardware / Embedded
