source,source_type,source_url,job_title,company_name,location,employment_type,seniority_level,industries,posting_date,deadline,skills_tags,full_text,role_group
linkedin,aggregator,https://am.linkedin.com/jobs/view/bitrix-%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA-at-mkomov-studio-4280179234?refId=wKfUxPHDVsJd69rDcrqDYQ%3D%3D&trackingId=7c0Py2sRrcMIGrEvaS%2BJHw%3D%3D&position=1&pageNum=1,Bitrix разработчик,MKomov Studio,"Yerevan, Yerevan, Armenia",Full-time,Entry level,Software Development,2025-08-05,,,"Поделиться вакансией

TelegramВКонтактеTwitterWhatsAppСкопировать ссылку

Ссылка скопирована

Занятость

Полная занятость

Опыт работы

от 3 лет

Откликнуться →

Преимущества работы в MKomov

Мы - аккредитованная IT компания

Щедрый обмен знаниями и опытом

Интересные задачи и возможность профессионального развития

Коллектив с чувством юмора, с готовностью проявлять гибкость к изменениям в процессах

Адекватное руководство, не бюрократический подход в обсуждении рабочих процессов

Комфортный офис в центре города или возможность работать удалённо

Что нужно делать

Поддержка сайтовУлучшение имеющегося функционала + новое

Необходимые знания

Уверенное знание и применение: Bitrix, D7, кастомные обмены, интеграцииОпыт работы с коммерческими проектами от 3 летОтветственность, обратную связь, соблюдение сроков

Что мы предлагаем

Работу на удаленной основеЧеткую постановку задач и контроль исполнения от PM проектаСвоевременную оплату в срок

Расскажите о себе

Если вы не видите подходящей для себя вакансии, но хотите иметь возможность получить предложение - расскажите о себе, а также вы можете задать любой вопрос нам в телеграм

Внутренняя ошибка, повторите запрос позже или обратитесь к администратору

Благодарим вас за интерес к нашей компании.

Мы рассмотрим вашу кандидатуру и, при наличии подходящего проекта, свяжемся с вами.

Надеемся на дальнейшее сотрудничество.

С уважением,

[HrD MKomov Studio

Минакова Надежда

@Nadin_HrD

Личные данные

Заполните данное поле

Заполните данное поле

Заполните данное поле

Заполните данное поле

Заполните данное поле

Приложите резюме

22Выберите файл с расширением (doc, txt, rtf, pdf) и размером, не превышающим 25 МБ.

Уровень*

Junior

Middle

Senior

Lead

Выберите один из вариантов

Нажимая на кнопку “Отправить заявку” вы соглашаетесь с политикой обработки персональных данных",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-consultant-technology-at-meksys-4378786890?refId=5qgFIQ53iuCflmeoLY6Fnw%3D%3D&trackingId=YWrBAbNEb252sEoEuJl%2FJw%3D%3D&position=16&pageNum=2,Senior Consultant Technology,Meksys,Armenia,Full-time,Not Applicable,IT Services and IT Consulting,2026-02-27,,,"Senior Consultant - Technology

Do you want to build the next great international consulting firm?

Meksys is driving digital transformation and redefining what’s possible for businesses across the globe. We are building the backbone that powers tomorrow’s most ambitious companies.

We're looking for a Senior Consultant who brings the strategic depth and client gravitas to match the technical excellence our teams already deliver.

Meksys is built by a rockstar team with 30+ years of international business experience, building and scaling digital applications to millions of users, and building and scaling global operations teams. This is a rare opportunity to join the next rocketship operating across all continents.

What You'll Do

Lead client engagements from discovery through delivery, translating ambiguous business problems into clear, actionable solutionsAct as strategic advisor to client stakeholders - shaping what gets built and why, not just howFacilitate workshops, design sessions, and executive briefings that drive alignment and decisionsDefine solution approaches, working models, and governance patterns in collaboration with engineering and product teamsBridge client business needs with Meksys delivery teams, ensuring work is grounded in real outcomesDevelop and maintain trusted client relationships that generate long-term partnership and new opportunitiesSupport business development including RFP responses, proposals, and solution blueprintingConduct industry and client research to identify trends, risks, and opportunities for improvementProduce high-quality strategic deliverables with emphasis on clarity, storytelling, and actionable recommendationsContribute thought leadership and cross-industry perspective to clients and internallyCoach and mentor junior team members, helping them grow their client and consulting skills.

What You Bring

5+ years in management consulting, enterprise software, or a client-facing advisory roleProven ability to run discovery engagements, facilitate stakeholder workshops, and write recommendations that landFluency in enterprise application domains (ERP, HRM, workforce management, or similar)Comfortable navigating both technical and business conversations with credibilityStrong written communication and deliverable quality. You raise the bar in every document you touchTrack record of building client trust and identifying new opportunities organically.",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/application-support-engineer-l2-at-novacard-4364642280?refId=iPWmShRkQAC5eHSv2RVE4A%3D%3D&trackingId=ctjVySd0Vg%2B1U2g02ZTqTg%3D%3D&position=25&pageNum=0,Application Support Engineer (L2),NOVACARD,Armenia,Full-time,Mid-Senior level,Engineering Services,2026-01-20,,,"At NOVACARD , we’re redefining how people use credit.

We are the first interest-free and no-annual-fee credit card in Mexico, designed to simplify personal finances and give users complete control - all from a mobile app. With NOVACARD, users can access up to $200,000 MXN in credit, only pay when they use it, and manage everything digitally in under 5 minutes. Our mission is to empower people to make smarter financial decisions by offering flexibility, transparency, and the freedom they need to reach their goals. Simple finances, big goals.

About the Role:

We are looking for an Application Support Engineer (L2) to ensure the stability and performance of business-critical applications by investigating incidents, analyzing system behavior, and resolving complex technical issues. You will collaborate with cross-functional teams to identify root causes and improve support processes, requiring strong analytical skills, solid SQL knowledge, and confident communication in English in a production environment.

Key Responsibilities:

Providing second-line technical support for company applications (L2)Monitoring system performance and availabilityRegistering incoming tickets and performing initial analysisResolving incidents and service requests related to company applicationsCollaborating with engineers and specialists from other teams to resolve issuesParticipating in the incident management processDocumenting solutions and maintaining support documentation


Key Requirements:

English level B2 or higher (ability to read logs and technical documentation and communicate with clients)Strong T-SQL skillsBasic knowledge of Swagger / API documentation toolsExperience with monitoring systems (Grafana, Zabbix)Higher or secondary technical educationAt least 1 year of experience in technical support or application supportWillingness to learn and develop in the IT fieldAnalytical mindset and stress resistanceGood verbal and written communication skills


What We Offer

Fully remote work format.Official employment under the Russian Labor Code (for residents of Russia); contractor collaboration available for candidates from other countries.Opportunity to work in an international team on a new digital product for the Mexican market.A data-driven environment where your contributions have a real impact.",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/middleware-support-engineer-at-npo-usa-inc-4364215443?refId=0sJPLggK8GC5meNwe3Deuw%3D%3D&trackingId=D%2B%2BEiZ8XO5dagltEDYD%2FZg%3D%3D&position=10&pageNum=2,Middleware Support Engineer,NPO USA Inc,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,IT Services and IT Consulting,2026-01-19,,,"Key Responsibilities

Middleware Administration & Support:

Install, configure, and maintain Apache, IBM WebSphere, Tomcat, and IIS environments across development, QA, and production.Manage application deployments, patches, upgrades, and environment refreshes.Monitor system performance and troubleshoot issues related to middleware, integrations, and application connectivity.Configure and manage clustering, load balancing, and high‑availability setups.

Performance & Optimization

Analyze logs, thread dumps, and performance metrics to identify bottlenecks.Tune JVMs, web servers, and application servers for optimal performance.Implement caching, connection pooling, and resource optimization strategies.

Security & Compliance

Apply security patches, SSL/TLS certificates, and hardening standards.Work with security teams to ensure compliance with corporate and regulatory requirements.Manage authentication/authorization integrations (LDAP, SSO, OAuth, etc.).

Automation & DevOps Integration

Develop scripts (Shell, Python, PowerShell, etc.) to automate deployments, monitoring, and maintenance tasks.Integrate middleware components with CI/CD pipelines (Jenkins, GitLab, Azure DevOps, etc.).Support containerization and cloud migration efforts where applicable.

Incident & Change Management

Provide L2/L3 support for middleware‑related incidents and service requests.Participate in on‑call rotation for critical production support.Document changes, configurations, and troubleshooting procedures.

Collaboration & Communication

Work closely with application developers, DBAs, network engineers, and security teams.Provide technical guidance and mentorship to junior team members.Participate in architecture discussions and contribute to middleware strategy.

Required Skills & Qualifications

Strong hands‑on experience with Apache HTTP Server, IBM WebSphere, Tomcat, and IIS.Solid understanding of HTTP/S, J2EE architecture, web services, and application hosting.Experience with Linux/Unix and Windows Server environments.Familiarity with load balancers, reverse proxies, and network fundamentals.Proficiency in scripting (Shell, Bash, Python, PowerShell).Experience with monitoring tools (Zabbix, etc.).Knowledge of SSL certificates, keystores, truststores, and security protocols.Strong analytical and troubleshooting skills.

Soft Skills

Strong communication and documentation abilities.Ability to work under pressure in mission‑critical environments.Collaborative mindset with a focus on continuous improvement.Attention to detail and commitment to operational excellence.

About NPO USA

If you are smart and curious about new things, we are looking for you: this is an exciting opportunity to work, learn and acquire new skills!",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/it-support-engineer-relocate-to-cyprus-at-scorewarrior-4387446739?refId=iPWmShRkQAC5eHSv2RVE4A%3D%3D&trackingId=iRibcNO68k2EhcuIw4kr%2Fw%3D%3D&position=14&pageNum=0,IT Support Engineer (Relocate to Cyprus),Scorewarrior,"Yerevan, Armenia",Full-time,Mid-Senior level,"Software Development, Financial Services, and Computer Games",2026-03-18,,,"Scorewarrior - System Administration Team
About UsWe are Scorewarrior, a ""Great Place to Work"" (officially!), with a 99% employee satisfaction rate. We're financially independent, highly profitable, and proud to have never made redundancies, a testament to our stability, culture, and long-term vision.Our flagship title, Total Battle, is a top-10 mobile 4X strategy game that has grown its revenue by more than 25 times over the past five years. Our mission: excite and unite over one million players daily.
The RoleThis is an internal IT support role (not application/product support). You'll help employees with their workplace IT environment—devices, operating systems, access, infrastructure, office equipment, and internal services—to ensure smooth daily operations.
Location100% onsite in Limassol, Cyprus.Scorewarrior provides full relocation support for you and your family: visas, flights, legalization on the island. Everything covered.
Your day-to-day tasks:Solve employee problems and handle IT support requests (ensure SLA compliance; escalate complex issues).Troubleshoot user OS (Linux, Windows, macOS) and software for seamless operations.Manage IT asset lifecycle: purchase hardware, track inventory.Provide technical guidance to boost productivity and self-service.Maintain and improve internal IT docs and knowledge base in Notion.Administer access to services (SaaS/self-hosted): Google Workspace, YouTrack, Git/GitLab, TeamCity, DNS, LDAP, and more.Onboard/offboard employees; provision hardware/software.
Requirements2+ years in end-user (employees) supportAdmin experience with Windows, Linux, macOS.Ability to diagnose PC issues, mass internet problems, or local network faults.English at B1 level (spoken/written).Experience with ticket systems (e.g., FreshDesk, Jira, ServiceNow, Zendesk).Understanding of SLAs and ticket prioritization.IT asset inventory experience (e.g., Snipe-IT, GLPI, OCS, Jira Assets).Admin experience with SaaS/self-hosted services.
A PlusDriver licenseStrong networking knowledge (TCP/IP, DNS, VPN).PowerShell/Bash scripting.Drive to automate tasks.Passion for games.
Why to join ScorewarriorOnsite work in Limassol, Cyprus: We aim to provide a comprehensive benefits package that supports both your professional growth and comfortable life in Cyprus. You will work from our modern offices in Limassol, surrounded by a highly professional and passionate team that truly enjoys what they do.Stable and transparent compensation, 13th salary, a bonus after successfully passing probationAdditional paid days (sick leaves, Christmas holidays, corporate conferences and events)Full relocation coverage for you and your family, if not in Cyprus yetMonthly allowance for preschool, school, and university expenses for employees’ childrenAccess to courses, learning platforms, and professional resourcesCompany-funded professional and language courses, books, and certificationsAccess to gyms and sports facilities via SportBenefitPrivate health insurance for you and your family members",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/technical-support-specialist-at-servicetitan-armenia-4369622379?refId=Tc5%2FndKtTBN1wgKaKxf%2BZg%3D%3D&trackingId=WpVquqB6nZs%2BocFTod9oXw%3D%3D&position=6&pageNum=0,Technical Support Specialist,ServiceTitan Armenia,"Yerevan, Yerevan, Armenia",Full-time,Entry level,Software Development,2026-03-20,,,"Ready to be a Titan?

We accompany our customers every step of the way from the moment they partner with us to the end of their journey. We bring passion to what we do every day because what we do matters to real people. We work in a collaborative environment to ensure we deliver an exceptional customer experience. We provide solutions that build relationships that go far beyond a business partnership. We are a group of ambitious, intelligent, hard-working, and fun people. If you are passionate about helping real hard working people, love technology, aren't afraid of a challenge or two, and have a desire to push yourself to your maximum potential, our CS team is where you belong.

As a Customer Support Advocate (CSA), you’ll have the opportunity to become a subject matter expert on ServiceTitan, Aspire, and FieldRoutes platforms and quickly grow your career in meaningful ways. You’ll be part of the team where you’ll identify and provide solutions to client challenges in a dynamic and fast-paced environment. You’ll be responsible for ensuring that we consistently exceed clients’ expectations and anticipate their future needs.

What you will do:


Address client issues through troubleshooting, training, and direct support.Conduct initial troubleshooting for ServiceTitan, Aspire, and FieldRoute platforms, identifying root causes, replicating issues, and documenting scenarios clearly.Develop into a product expert, crafting innovative solutions and workflows that cater to customer requirements.Advocate for product enhancements by submitting bug reports to developers and overseeing their resolution.Communicate customer feedback and concerns to internal teams to champion their needs.The earliest start of the shift is 8am, and the latest shift finishes at 3am AMT. Shifts are decided based on business needs, so candidates must be flexible to shift changes. Please note that during your probation period, your schedule will be Mon-Fri, starting 3pm-4pm.

What you will bring: 


Exceptional interpersonal skills: empathetic, patient, confident, good-humored, and adept at interacting with diverse personalities.Thrives in a feedback-rich environment and maintains composure in a dynamic, demanding setting.Self-driven and capable of mastering intricate software.Efficient, effective, and resourceful problem-solver with robust critical thinking and troubleshooting abilities.Knowledge of QuickBooks/accounting is a plusProficiency in English is a must

About Aspire & FieldRoutes

Aspire and FieldRoutes, is the leading SaaS providers for the landscaping, commercial cleaning, pest control, and lawn care industries and proud members of the ServiceTitan family since 2021. Our cloud-based business management systems automate all aspects of field service operations for enterprise and small to medium-sized businesses which enables our clients to accelerate growth, streamline operations, increase customer retention, and maximize revenue. Trusted by thousands of premier field services leaders in the U.S. and Canada, our solutions empower our clients to make better business decisions for their companies. Our partnership with ServiceTitan has enabled us to continue scaling our platforms and customer base while maintaining our collaborative, tight-knit culture.

‎

Be Human With Us:

Being human isn’t about checking every box on a list. It’s about the experiences we have, people we meet, and the perspectives we share. So, if you have the skills but are hesitant to apply because of your background, apply anyway. We need amazing people like you to help us challenge the conventional and think differently about the problems that we’re solving. We’re in this together. Come be human, with us.

Use of AI Technology:

We use technology, including automated and AI-assisted tools, to support certain aspects of our recruitment process. These tools are designed to improve efficiency and enhance the candidate experience. AI tools are not used to make hiring decisions; all hiring decisions are made by our hiring teams.

What We Offer:

When you join our team, you’re not just accepting a job. You’re making a career move. Here’s how we’ll support you in doing some of the most impactful work of your career:


Flextime, recognition, and support for autonomous work: Flexible time off with ample learning and development opportunities to continue growing your career. We offer a comprehensive onboarding program, leadership training for Titans at all levels, and other programs and events. Great work is rewarded through Bonusly, peer-nominated awards, and more.Holistic health and wellness benefits: Company-paid medical, dental, and vision (available to employees and their dependents day 1), parent and siblings’ insurance, wellness benefit, office massage, etc.Support for Titans at all stages of life: Parental leave and support, financial planning tools, Employee Assistance Program services, and more.

At ServiceTitan, we celebrate individuality and uniqueness. We believe that the convergence of fresh perspectives and experiences from all walks of life is what makes our product and culture so great. We strongly encourage people from underrepresented groups to apply. We do not discriminate against employees based on race, color, religion, sex, national origin, gender identity or expression, age, disability, pregnancy (including childbirth, breastfeeding, or related medical condition), genetic information, protected military or veteran status, sexual orientation, or any other characteristic protected by applicable federal, state or local laws.",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/implementation-manager-armenia-at-shopmonkey-4370754966?refId=cbKzcCBtF5p%2FnnK8ebpCNg%3D%3D&trackingId=qUrG1D1uyssr%2FrtG7VzvgQ%3D%3D&position=10&pageNum=0,Implementation Manager - Armenia,Shopmonkey,Armenia,Internship,Entry level,Software Development,2026-02-11,,,"Our Best-in-Class Implementation Team is leading the way and revolutionizing the automotive industry with 5 star customer service. With a thorough understanding of Shopmonkey products, and a focus on creative problem solving, every Shopmonkey customer receives exceptional care and attention from our team. This role would be working 9:00am to 5:00pm U.S. business hours. 

You Will Have The Opportunity To:

Serve as the main point of contact during a customer’s implementation processDeliver top tier customer service and support across all product areasAssist in training customers to ensure the successful beginning of a new customer journeyCoordinate deliverables with various internal departmentsCommunicate thoughtful, customized solutions that help customers move forward and grow their businessLearn all about the Shopmonkey product suite and automotive industry


We Are Looking For People Who:

Have at least 2+ years of relevant experience preferred or automotive industry knowledge and experienceHave a clear, professional, friendly and informative communication styleEnjoy creative problem solving and taking on new challengesHave exceptional project management skills with a proven ability to multi-taskAre self-directed learners and highly motivated to succeedThrive in a dynamic & collaborative startup environment, and are comfortable with ambiguityAdapt quickly to changing priorities and evolving customer needsAre familiar with a SaaS business models and toolsHave a true appreciation for cars and/or are familiar with the automotive industry!Have fluency in both English & Spanish


Why Shopmonkey? 

Shopmonkey has become an amazing environment where employees feel that they are valued as people, and not just worker bees. To ensure that our team thrives, we invest in the following perks (benefits below are mainly for U.S. based, full-time employees). Other benefits vary upon location outside of the United States, and employment status:

💪🏼 Health & Wellness 

Medical, dental, vision, and life insurance benefits available the 1st of the month following hire date Short term and long term disability Employee assistance programReimbursement for a personal health and wellness membership Generous parental leave 401(k) available upon hire 


✈️ Time Off 

11 paid holidays Flexible time off - take the time off you need! 


🥰 Giving Back 

Matching donations for approved charitable organizations Group volunteer efforts 


Check out our founder’s story, life page, or hear from real employees about what it’s like to work at Shopmonkey.

Join our team of hungry, humble, smart people who love what they do, and change the auto industry by helping every shop thrive.

About The Industry

The U.S. is the second largest passenger vehicle market with more than 260 million registered passenger vehicles, and the global car repair market is estimated to be worth more than $500B. Shopmonkey aims to change the status quo and enable auto shops to become more efficient and give their customers a more delightful experience.

About Shopmonkey

Shopmonkey is the leading auto-repair shop software company; it is a cloud-based solution that helps auto-repair shops consolidate tools, save time, and streamline their entire operation onto a simple, easy-to-use platform.

Headquartered in Silicon Valley and trusted by more than 3,500+ auto shops across the U.S. and Canada, Shopmonkey aims to change the status quo of the car repair market, estimated to be worth more than $500B.

In 2021 Shopmonkey raised a $75 million Series C, supported by top-tier Silicon Valley venture capital firms Bessemer Venture Partners, Index Ventures, Headline, I2BF, and ICONIQ Growth.

In 2022, Shopmonkey was named #4 on Forbes' annual ranking of America's Best Startup Employers list (and #1 in Business Products & Software Services). Shopmonkey was once again named as one of America's Best Startup Employers by Forbes in 2023, 2024, and 2026! 

Shopmonkey is committed to building a diverse and inclusive team. We are looking for team members from all backgrounds that are committed to the Shopmonkey mission. 

Shopmonkey provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. 

Shopmonkey is committed to the full inclusion of all qualified individuals. In keeping with our our commitment, Shopmonkey will take the steps to assure that people with disabilities are provided reasonable accommodations. Accordingly, if reasonable accommodation is required to fully participate in the job application or interview process, to perform the essential functions of the position, and/or to receive all other benefits and privileges of employment, please contact our Talent Team at hiring@shopmonkey.io. 

Please note: Shopmonkey will never request sensitive information such as your social security number, bank account information, or other non-publicly available information during the application and interview process. If an applicant is extended an offer of employment, such sensitive information will be requested at that time. Shopmonkey will never ask you to receive and ship packages or goods as part of the interview. Other practices to be on alert for:

Contact initiated via unsolicited text message or cold call. Shopmonkey does not follow up with candidates through instant messaging applications.Our Talent Acquisition team only corresponds from email addresses with the domain ‘@Shopmonkey.io’. If a generic email ID ending with Gmail/Yahoo or other domain is used while receiving a job offer or interview call, there is a likelihood of a scammer.While some of our jobs can be found on third party job sites, all of our current job opportunities and descriptions are posted on Shopmonkey’s Careers page, or our official LinkedIn Company Page


The U.S. Federal Trade Commission has published helpful articles to help individuals learn more about protecting themselves from recruiting scams and financial fraud. If you believe you were a victim of such a scam, you may contact your local law enforcement agencies. Shopmonkey is not responsible for any claims, liability, losses, damages, or expenses resulting from scammers or impersonators.",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/manager-of-l3-tech-support-team-at-syrve-4383737264?refId=PHLGO%2FZbF7nzv5hvWrPCaA%3D%3D&trackingId=NVpZsP3OXOeWxyqb%2BkHchQ%3D%3D&position=17&pageNum=2,Manager of L3 Tech Support Team,Syrve,Armenia,Full-time,Not Applicable,Engineering Services,2026-02-13,,,"About Syrve

Syrve is an all-in-one POS and restaurant management platform used by restaurants, bars, cafés, and hospitality businesses to streamline operations and improve efficiency. Designed for the fast-paced nature of the industry, Syrve helps teams work smarter and achieve stronger results through connected, high-performing technology.

About The Role

As a L3 Support Team Manager at Syrve, you’ll lead the highest level of technical support responsible for resolving the most complex product issues, ensuring system stability, and maintaining an exceptional support experience for our clients. This role blends technical expertise, communication, and leadership, giving you full ownership of high-impact escalations and cross-team collaboration.

If you enjoy solving challenging problems, communicating with both business and technical stakeholders, build clear escalation and communication processes, and leading a team that keeps mission-critical systems running smoothly — this role is a great fit.

5+ years in Technical Support / L3 Support or similar customerfacing technical roles, working with complex, distributed software systems. 2+ years of team leadership experience (team lead / manager) with proven ownership of critical incidents and crossteam communication Strong understanding of software systems, APIs, databases and integrations, with readiness to dive deep into how the platform works, not just coordinate tasks. Excellent communication skills: ability to structure interactions with different audiences and translate technical topics into clear business language; experience building support processes and standards Experience with ticketing and documentation tools (e.g., Jira, Confluence, Zendesk, Freshdesk or similar). Fluency in English and Russian 


Responsibilities

Lead and develop the L3 support team: set goals, distribute workload, grow product and technical expertise, maintain high standards of professionalism. Design and maintain structured escalation and notification flows for business, offices and partners, managing expectations and communicating impact, risks and next steps in a clear, calm and datadriven way Own investigation of the most complex incidents: understand how Syrve solutions work (architecture, integrations, data flows), drive root cause analysis and post incident reviews with sustainable fixes Build low friction collaboration with Product, Engineering, QA, DevOps and L2 teams; ensure requests to Engineering are wellstructured and aligned with product direction. Oversee the creation and maintenance of knowledge base articles, technical documentation, and internal guidelines. Improve efficiency of L3 support using metrics (SLAs, resolution time, reopens, escalations to Engineering) and by actively adopting AI tools in support workflows Manage technical debt from the support perspective: keep visibility on legacy and hardtosupport solutions, initiate deprecation/migration decisions and promote reuse of existing capabilities 


We Offer

Engaging environment with highly qualified specialists. International team and multicultural work environment. Compensation for English courses. Gym membership reimbursement. Comprehensive health insurance. Paid time off and paternity leave. Remote-first work format.",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/robotics-workshop-leader-in-dilijan-%D5%BC%D5%B8%D5%A2%D5%B8%D5%BF%D5%A1%D5%B7%D5%AB%D5%B6%D5%B8%D6%82%D5%A9%D5%B5%D5%A1%D5%B6-%D5%A4%D5%A1%D5%BD%D5%A8%D5%B6%D5%A9%D5%A1%D6%81%D5%A1%D5%BE%D5%A1%D6%80-%D5%A4%D5%AB%D5%AC%D5%AB%D5%BB%D5%A1%D5%B6-%D6%84%D5%A1%D5%B2%D5%A1%D6%84%D5%B8%D6%82%D5%B4-at-tumo-center-for-creative-technologies-4375022091?refId=HXor3aNaqm26S1nFqim%2Fcg%3D%3D&trackingId=Ujam3v09eAK4y46SS6gZ%2FA%3D%3D&position=7&pageNum=1,Robotics Workshop Leader in Dilijan/Ռոբոտաշինության Դասընթացավար Դիլիջան քաղաքում,Tumo Center for Creative Technologies,"Dilijan, Tavush Province, Armenia",Part-time,Entry level,Education Administration Programs,2026-02-18,,,"TUMO Center for Creative Technologies is looking for a Robotics specialist to join the Educational Workshops team to lead Robotics workshops, create content and design educational material for TUMO’s students across all our centers, working year-round to develop and fine-tune the educational curriculum at TUMO.

Responsibilities

Design and lead Robotics workshops for TUMO’s students Work in Dilijan but travel to other TUMO locations at least 3-4 times a year for month-long workshops Develop students’ skills through designing educational material for student self-learning Collect and evaluate students’ results at the completion of every workshop and store them for their portfolios Examine students’ self-learning results and provide daily feedback to them Other duties may be assigned 

Requirements

Minimum 2 years of work experience in the specified field Experience in education and ability to work with teenagers is a plus Excellent communication skills and public speaking ability Software knowledge: LEGO Mindstorms. Arduino IDE is a plus Language: Armenian (required), English (preferred) Strong research skills Ability to work independently and part of a team Ability to maintain deadlines and ensure high productivity 

Benefits

Health Insurance and discount on travelers insurance Assistance with work permit and opening a bank account if needed Extra New Year paid holidays: 3rd, 4th and 5th of January 5 days of Personal Leave Birthday Leave 

TUMO is an equal opportunity employer who values, supports and thrives on diversity. Employment is decided on the basis of qualifications, merit and business need for all individuals.

",IT Support / Admin / ERP
linkedin,aggregator,https://am.linkedin.com/jobs/view/service-desk-coordinator-at-tumo-center-for-creative-technologies-4380974836?refId=YS9IrqwXXlPzPv7NTrQhEA%3D%3D&trackingId=OMQTjgpuKuYdkMsX2dLCCw%3D%3D&position=13&pageNum=1,Service Desk Coordinator,Tumo Center for Creative Technologies,"Yerevan, Armenia",Full-time,Entry level,IT Services and IT Consulting,2026-03-04,,,"About The Division

The IT division at TUMO is responsible for maintaining the technological infrastructure that supports daily operations and learning activities. The team serves students, staff, and centers by managing hardware, networks, systems administration, and technical support.

They focus on reliability, security, and operational efficiency to ensure uninterrupted access to digital tools and resources. As an organization that works with student and community data, TUMO is fully committed to GDPR compliance, ensuring that all data is handled, stored, and processed in accordance with international privacy and data protection standards.

Maintaining strong data protection practices and safeguarding personal information are key priorities within the IT environment, supporting both operational integrity and the trust of the TUMO community.

In this role, you will help sustain and improve the technical environment that enables smooth learning, secure data management, and overall organizational performance.

About The Role

TUMO’s IT division is seeking a proactive, organized, fluent in verbal & written English and tech-savvy Service Desk Coordinator to join our Service Desk team on a permanent basis. This scope of this role covers TUMO’s International Franchise as well as all Armenia-based operations.

The Service Desk Supervisor’s purpose is to oversee day-to-day Service Desk activities and act as the primary coordination point for international TUMO franchise & national Armenia-wide IT support. The role ensures effective communication, timely incident resolution, and adherence to SLAs across multiple time zones, maintaining a high level of service quality for both international and local teams.

This position bridges the gap between frontline support and IT management, ensuring tickets move efficiently from report to resolution, processes are followed, and communication remains clear across all parties. A technical understanding of IT at a basic level, is required to facilitate assigning tickets to the right resources and comprehending the content of service requests.

Requirements

1 to 2 years of customer-facing experience, preferably resolving issues Understanding of ITIL principles, SLAs & KPIs used in Service Desks Understanding of / experience with ITSM tools, e.g. Jira Service Management, ServiceNow, etc Excellent communication skills in verbal & written English, additional languages an advantage Generic understanding of IT technologies (user desktops, online services, google workspace) 

Responsibilities

International Support Coordination

Act as the main contact for submitted tickets from international TUMO centers Coordinate with central IT and franchise teams to resolve issues within SLA, TTFR, and TTR Maintain visibility and clear communication on all international support tickets Track and report recurring or systemic issues affecting multiple centers Provide updated guidance, documentation, and status reports to franchise teams 

Service Desk Operations

Manage and allocate service tickets received via phone, email, and JIRA Service Management and Fresh Desk. Schedule and coordinate engineers across client sites and internal teams for timely resolution Maintain clear, consistent communication between clients, engineers, and stakeholders Monitor daily Service Desk performance, ensuring workload balance and SLA adherence Act as the hub between Infrastructure, Security, Networking, GRC and Engineering teams Keep knowledge base and ticket documentation accurate, current, and accessible Uphold and improve service quality metrics through transparent communication and follow-up 

Quality Monitoring

Promote ITIL-aligned best practices and internal support procedures Ensure timely follow-up and accurate progress updates on all submitted tickets Communicate planned and reactive maintenance activities clearly to affected teams Coordinate across departments to ensure all work meets SLA and quality standards Manage ticket submitter expectations with defined deliverables and realistic timelines Handle customer complaints from initial contact through to full resolution Conduct monthly service reviews with lessons learnt and improvement proposals 

Core Competencies

Coordination: Manages multiple priorities and dependencies seamlessly Communication: Clear, concise, and culturally aware in global contexts Leadership: Guides and motivates team performance under pressure Customer Focus: Upholds quality, empathy, and professionalism always Accountability: Owns outcomes and ensures timely resolution Problem Solving: Anticipates and escalates recurring or critical issues Quality Mindset: Pursues continuous improvement through feedback and follow-up 

Benefits

Health Insurance and discount on travelers insurance Assistance with work permit and opening a bank account if needed Extra New Year paid holidays: 3rd, 4th and 5th of January 5 days of Personal Leave Birthday Leave",IT Support / Admin / ERP
