source,source_url,job_title,company_name,location,employment_type,work_schedule,experience_level,industry,salary,deadline,description,responsibilities,requirements,additional_notes,full_text
job.am,https://job.am/en/job/system-administrator-72065,System Administrator,RINGO,"Erebuni, Yerevan",Full Time,Five-day workweek,Mid level,"Information Technologies, Software Development",,2026-04-06,RINGO is looking for a System Administrator to join our team.,"Oversee the installation, configuration, and maintenance of all hardware and software systems, including servers, networks, workstations, and security systems. Manage IT support for employees — troubleshoot hardware, software, and network connectivity issues, ensuring minimal downtime Implement and monitor network infrastructure (LAN, WAN, VLAN, DHCP, DNS, Wi-Fi). Manage data protection, backups, and disaster recovery plans across systems and storage platforms. Collaborate with other departments to understand their technology needs and contact with outsource service providers Document IT systems, configurations, and procedures, ensuring accuracy and consistency.","Experience as a System Administrator or similar role, ideally in a fast food organization. Education in Information Technology, Computer Science, or a related field. Strong knowledge of network infrastructure, server management, and systems integration. Understanding of network security, firewall rules, and data protection practices. Excellent analytical, problem-solving, and troubleshooting skills. Experience and knowledge of iiko software is an advatage. Company օverview Phone +374 41 299220",,"RINGO is looking for a System Administrator to join our team.

Oversee the installation, configuration, and maintenance of all hardware and software systems, including servers, networks, workstations, and security systems. Manage IT support for employees — troubleshoot hardware, software, and network connectivity issues, ensuring minimal downtime Implement and monitor network infrastructure (LAN, WAN, VLAN, DHCP, DNS, Wi-Fi). Manage data protection, backups, and disaster recovery plans across systems and storage platforms. Collaborate with other departments to understand their technology needs and contact with outsource service providers Document IT systems, configurations, and procedures, ensuring accuracy and consistency.

Experience as a System Administrator or similar role, ideally in a fast food organization. Education in Information Technology, Computer Science, or a related field. Strong knowledge of network infrastructure, server management, and systems integration. Understanding of network security, firewall rules, and data protection practices. Excellent analytical, problem-solving, and troubleshooting skills. Experience and knowledge of iiko software is an advatage. Company օverview Phone +374 41 299220"
job.am,https://job.am/en/job/studiayi-ajakcman-masov-texnik-71986,Ստուդիայի Աջակցման Մասով Տեխնիկ,Evolution Studio AM,Yerevan,Full Time,,Mid level,"Information Technologies, Software Development",,2026-04-04,,,,,"Աշխատանքի նկարագրություն և պարտականություններ՝ Ստուդիաների, պանելների, մոնիտորների, դեկորատիվ վահանակների, մալուխների և ստուդիայի սարքավորումների տեղադրում և սպասարկում։ Շերտավոր գորգեր, աշխատանք փայտի և մետաղի հետ, ներկերի և պարզ առաջադրանքների արհեստանոցում պարզ սարքավորումների և ագրեգատների վրա: Ստուդիաներում վիզուալ միջավայրի պատրաստում, դեկորատիվ պանելների տեղադրում Ցածր լարման տվյալների մալուխների տեղադրում Ստուդիայի կահույքի տեղադրում Համալիր սարքավորումների, ներառյալ տեսախցիկների, սկաներների, ԱՀ-ների, լույսերի տեղադրում` համաձայն տրված սխեմաների և ուղեցույցների Ձայնամեկուսիչ միջավայրերի պատրաստում, կլանիչների տեղադրում Փայտի, կտորի և մետաղի  աշխատանքների կատարում Որակավորումներ՝ Միջնակարգ կրթություն Հայերենի մասնագիտական ​​աշխատանքային իմացություն և անգլերենի բավարար աշխատանքային իմացություն Ստանդարտ գործիքների (էլեկտրական գայլիկոն, սղոց, մուրճ, էլեկտրական սղոց, էլեկտրական պտուտակահան, կարիչ և այլն) աշխատելու սկսնակ/միջանկյալ հմտություններ: Պատասխանատվության բարձր զգացում Ուղղակի կառավարման պատվերները և աշխատանքային առաջադրանքները ճշգրիտ կատարելու ունակություն Թիմում աշխատելու ունակություն Առնվազն 1 տարվա աշխատանքային փորձ որպես ատաղձագործ, շինարարություն կամ հարակից այլ ոլորտ Արտոնություններ` հանգստի և խաղային գոտիներ առողջության ապահովագրության փաթեթ, արտոնության քարտ. Company օverview Address Isakov 24/7, Yerevan, Armenia Number of employees 1001+ Website https://www.evolution.com/ Evolution is a market-leading Swedish company, developer and provider of products and services for online casino entertainment founded in 2006 and listed on Nasdaq Nordic (EVO).Across our 40+ sites, we have 20 000+ people working in the fields of Product Innovation, Software Development, Game Presenters & Hosts, IT support, Facility & Studio build as well as support services. Evolution's dynamic and creative environment creates a unique opportunity for personal and professional growth. Since entering the Armenian market in 2020, Evolution Armenia has rapidly established itself as a major employer with a reputation for excellence. We are committed to becoming one of the premier employers in the region, offering exciting career opportunities and challenging experiences. Are you ready for new opportunities and eager to gain valuable experience? If you’re prepared for challenges and growth, we want to hear from you. See more Benefits Free foreign language courses Corporate events Flexible working schedule Medical insurance Family medical insurance Free tea, coffee and refreshments Reward system Personal accident, death, illness insurance Trainings Sports Package No dress code Sports and yoga zone Parental leave"
job.am,https://job.am/en/job/studiayi-sarqavorumneri-ajakcman-masnaget-71985,Ստուդիայի Սարքավորումների Աջակցման Մասնագետ,Evolution Studio AM,Yerevan,Full Time,In shifts,Mid level,"Information Technologies, Software Development",,2026-04-04,,,,,"Էվոլյուշնը փնտրում է Ստուդիայի Սարքավորումների Աջակցման Մասնագետ Job Description Տեղադրել, մաքրել, փոխել և կարգավորել հիմնական սարքավորումները, Կատարել սարքավորումների փորձարկումներ, Ապահովել սարքավորումների կանխարգելիչ սպասարկում, Վերահսկել սարքավորումների աշխատանքը, կատարել գնահատումներ և որոշումներ կայացնել անհրաժեշտ գործողությունների վերաբերյալ, Ապահովել սարքավորումների առկայությունը 24/7, Զեկուցել սարքավորումների հետ կապված խնդիրների մասին, Ռուլետկա անիվների մաքրում/սպասարկում, Խաղային մեքենաների մաքրում/սպասարկում/փոխանակում, Տախտակամածի ստուգիչի մաքրում/սպասարկում, Սեղանների ստուգում, Կատարել քարտեր/սարքավորումների տեղափոխում հաստատության ներսում, Կազմակերպել սարքավորումների օգտագործումը, Մշտադիտարկել ջերմաստիճանը խաղային հարկերի և պահեստների վրա, Պահեստում գտնվող սարքավորումների մոնիտորինգ և հետևում, Համագործակցել այլ ստորաբաժանումների հետ: Qualifications Միջնակարգ կրթություն՝ (բարձրագույն, մասնագիտական և այլն), Աշխատանքային փորձը նախընտրելի է մինչև 6 ամիս, Անգլերենի գրավոր և բանավոր մասնագիտական աշխատանքային իմացություն, Ստանդարտ ծրագրային հավելվածների հետ աշխատելու փորձ, ներառյալ MS Office, Windows և այլն Պատասխանատվության բարձր զգացում, Հանձնարարված առաջադրանքները պահպանելու և վերջնաժամկետները պահպանելու ունակություն, Թիմում, ինչպես նաև ինքնուրույն աշխատելու կարողություն, Արագ արձագանք և ուշադրություն մանրուքների նկատմամբ, ճնշմանը դիմակայելու կարողություն, Գաղտնի տեղեկատվության հետ աշխատելու ունակություն, Ընկերության նպատակներին հասնելու մոտիվացիա, Տարբեր հերթափոխով աշխատելու ունակություն։ Additional information մարզադահլիճով և ճաշարանով համալրված աշխատավայր, գերժամանակակից հեռարձակման ստուդիայում աշխատանքային փորձ ձեռք բերելու հնարավորություն, մասնագիտական ​​և անհատական ​​զարգացման հնարավորություններ` կարիերայի աճի հնարավորություն, առողջության ապահովագրության փաթեթ, արտոնության քարտ Company օverview Address Isakov 24/7, Yerevan, Armenia Number of employees 1001+ Website https://www.evolution.com/ Evolution is a market-leading Swedish company, developer and provider of products and services for online casino entertainment founded in 2006 and listed on Nasdaq Nordic (EVO).Across our 40+ sites, we have 20 000+ people working in the fields of Product Innovation, Software Development, Game Presenters & Hosts, IT support, Facility & Studio build as well as support services. Evolution's dynamic and creative environment creates a unique opportunity for personal and professional growth. Since entering the Armenian market in 2020, Evolution Armenia has rapidly established itself as a major employer with a reputation for excellence. We are committed to becoming one of the premier employers in the region, offering exciting career opportunities and challenging experiences. Are you ready for new opportunities and eager to gain valuable experience? If you’re prepared for challenges and growth, we want to hear from you. See more Benefits Free foreign language courses Corporate events Flexible working schedule Medical insurance Family medical insurance Free tea, coffee and refreshments Reward system Personal accident, death, illness insurance Trainings Sports Package No dress code Sports and yoga zone Parental leave"
job.am,https://job.am/en/job/senior-backend-developer-71824,Senior Backend Developer,Nika S.A,Yerevan,"Full Time, Part Time, Contract",Five-day workweek,Senior,"Other, Information Technologies, Software Development Open to international applicants",,2026-04-01,"As a Backend Software Developer, you will be responsible for designing, developing, and maintaining backend services and APIs. You will collaborate with cross-functional teams to build robust and efficient backend systems that integrate seamlessly with front-end applications and cloud-based services. The ideal candidate will have a minimum of 3+ years of experience in backend development and a strong technical background in .NET Core, API development, and cloud services.","Design, develop, and maintain backend services and APIs. Optimize database performance and design efficient data models. Implement authentication, authorization, and security best practices. Develop and maintain asynchronous processing and messaging systems. Work closely with front-end and DevOps teams to integrate backend functionalities. Debug, troubleshoot, and improve system performance and reliability. Design and implement seamless integration between backend services and cloud-based services (e.g., AWS S3 for storage, AWS Lambda for processing). Establish and maintain robust API contracts with the front-end team to ensure smooth data exchange and feature delivery. Configure and monitor integration points with external third-party APIs and services. Collaborate with DevOps to integrate backend services into CI/CD pipelines for automated deployment and testing. Implement and integrate distributed tracing and logging solutions to monitor cross-service communication in event-driven and distributed architectures.","3+ years of experience in back-end development. Strong expertise in .NET Core / ASP.NET Core for building web APIs and backend services. Proficiency in C# with a focus on clean, efficient, and scalable code. Experience with relational databases such as PostgreSQL or SQL Server (writin complex queries, optimizing performance, designing schemas) Strong understanding of RESTful API design and development. Implementation of authentication and authorization using OAuth2, JWT, and AWS Cognito. Experience with asynchronous processing and messaging systems (e.g., Kafka, RabbitMQ, AWS SNS/SQS). Background in building distributed systems and event-driven architectures.","Preferred Skills Familiarity with NoSQL databases (e.g., DynamoDB, MongoDB). Hands-on experience with AWS services, particularly: AWS Lambda (serverless functions). AWS Cognito (authentication and user management). AWS S3, API Gateway, and DynamoDB. Familiarity with CI/CD pipelines and testing frameworks. Work Style Agile and SCRUM methodologies for collaborative and efficient project delivery. Excellent communication and teamwork skills. Nika S.A. is a forward-thinking tech firm in Armenia, driving digital transformation through high-end software engineering. As a company, we are committed to staying ahead of the curve, specializing in the creation of responsive, user-centric platforms designed for global reach. Our culture is vibrant, energetic, and professional . We believe that the best products are built by teams that are given the tools and the freedom to innovate. At Nika S.A., we leverage the latest in JavaScript technologies and cloud-ready architectures to deliver seamless experiences in a rapidly evolving market. Join a Team That Values: Innovation: We encourage a ""fail fast, learn faster"" mindset within a supportive, professional framework. Collaboration: A young, diverse team where open communication and collective problem-solving are the norms. Impact: The opportunity to work on high-traffic applications where your code directly affects the user experience. If you are a proactive professional seeking a career in a company that balances a dynamic startup energy with corporate stability , Nika S.A. is the place for you. See more","As a Backend Software Developer, you will be responsible for designing, developing, and maintaining backend services and APIs. You will collaborate with cross-functional teams to build robust and efficient backend systems that integrate seamlessly with front-end applications and cloud-based services. The ideal candidate will have a minimum of 3+ years of experience in backend development and a strong technical background in .NET Core, API development, and cloud services.

Design, develop, and maintain backend services and APIs. Optimize database performance and design efficient data models. Implement authentication, authorization, and security best practices. Develop and maintain asynchronous processing and messaging systems. Work closely with front-end and DevOps teams to integrate backend functionalities. Debug, troubleshoot, and improve system performance and reliability. Design and implement seamless integration between backend services and cloud-based services (e.g., AWS S3 for storage, AWS Lambda for processing). Establish and maintain robust API contracts with the front-end team to ensure smooth data exchange and feature delivery. Configure and monitor integration points with external third-party APIs and services. Collaborate with DevOps to integrate backend services into CI/CD pipelines for automated deployment and testing. Implement and integrate distributed tracing and logging solutions to monitor cross-service communication in event-driven and distributed architectures.

3+ years of experience in back-end development. Strong expertise in .NET Core / ASP.NET Core for building web APIs and backend services. Proficiency in C# with a focus on clean, efficient, and scalable code. Experience with relational databases such as PostgreSQL or SQL Server (writin complex queries, optimizing performance, designing schemas) Strong understanding of RESTful API design and development. Implementation of authentication and authorization using OAuth2, JWT, and AWS Cognito. Experience with asynchronous processing and messaging systems (e.g., Kafka, RabbitMQ, AWS SNS/SQS). Background in building distributed systems and event-driven architectures.

Preferred Skills Familiarity with NoSQL databases (e.g., DynamoDB, MongoDB). Hands-on experience with AWS services, particularly: AWS Lambda (serverless functions). AWS Cognito (authentication and user management). AWS S3, API Gateway, and DynamoDB. Familiarity with CI/CD pipelines and testing frameworks. Work Style Agile and SCRUM methodologies for collaborative and efficient project delivery. Excellent communication and teamwork skills. Nika S.A. is a forward-thinking tech firm in Armenia, driving digital transformation through high-end software engineering. As a company, we are committed to staying ahead of the curve, specializing in the creation of responsive, user-centric platforms designed for global reach. Our culture is vibrant, energetic, and professional . We believe that the best products are built by teams that are given the tools and the freedom to innovate. At Nika S.A., we leverage the latest in JavaScript technologies and cloud-ready architectures to deliver seamless experiences in a rapidly evolving market. Join a Team That Values: Innovation: We encourage a ""fail fast, learn faster"" mindset within a supportive, professional framework. Collaboration: A young, diverse team where open communication and collective problem-solving are the norms. Impact: The opportunity to work on high-traffic applications where your code directly affects the user experience. If you are a proactive professional seeking a career in a company that balances a dynamic startup energy with corporate stability , Nika S.A. is the place for you. See more"
job.am,https://job.am/en/job/senior-seo-specialist-71820,Senior SEO Specialist,Nika S.A,Yerevan,Contract,Five-day workweek,Mid level,"Information Technologies, Software Development Open to international applicants",,2026-03-31,,,,,"We are looking for a Senior SEO Specialist with hands-on experience in SEO strategies to scale affiliate assets across multiple GEOs. This role is execution-heavy, results-driven, and focused on traffic → registration → FTD performance. Key Responsibilities 1. SEO Strategy & Execution Plan and execute SEO strategies for affiliate websites across multiple markets (Asia, India, LATAM, etc.). Build and scale SEO assets using: PBNs Expired domains Auctioned domains Restructure expired or aged domains into high-converting affiliate sites (branding, content mapping, redirects, cannibalisation control). 2. Advanced SEO Knowledge Understand and execute SEO techniques when required, including: Webshell setups Cloaking / content switching Backdoor page deployment Ability to assess risk vs reward and decide when and where these methods are appropriate. 3. Keyword & Competitor Research Perform deep keyword research (brand, non-brand, money keywords, long-tail). Reverse-engineer competitors’ SEO strategies: Link profiles Domain structures Content & template strategies Identify ranking gaps and scalable opportunities. 4. Automation & AI-Driven Scaling Automate website creation and scaling using AI tools : Website templates Content frameworks Page generation Work with internal systems or propose better automation workflows for faster deployment. Experience 4–5+ years of proven SEO experience (affiliate or operator side). Hands-on experience with grey-hat SEO in competitive niches. Strong understanding of grey-hat SEO concepts (webshell, cloaking, backdoor setups). Technical & SEO Skills Strong knowledge of: Expired domain analysis & deployment Redirect strategies & domain restructuring Large-scale SEO site architectures Comfortable working with automation tools and AI workflows. Nika S.A. is a forward-thinking tech firm in Armenia, driving digital transformation through high-end software engineering. As a company, we are committed to staying ahead of the curve, specializing in the creation of responsive, user-centric platforms designed for global reach. Our culture is vibrant, energetic, and professional . We believe that the best products are built by teams that are given the tools and the freedom to innovate. At Nika S.A., we leverage the latest in JavaScript technologies and cloud-ready architectures to deliver seamless experiences in a rapidly evolving market. Join a Team That Values: Innovation: We encourage a ""fail fast, learn faster"" mindset within a supportive, professional framework. Collaboration: A young, diverse team where open communication and collective problem-solving are the norms. Impact: The opportunity to work on high-traffic applications where your code directly affects the user experience. If you are a proactive professional seeking a career in a company that balances a dynamic startup energy with corporate stability , Nika S.A. is the place for you. See more"
job.am,https://job.am/en/job/shopify-operations-specialist-full-time-71781,Shopify & Operations Specialist (Full-Time),Selfup Cooking Classes,"Kentron, Yerevan",Full Time,Five-day workweek,"Mid level, Senior","Information Technologies, Software Development",,2026-03-29,"We are hiring a hands-on Shopify & Operations Specialist to independently manage our Shopify stores, Zendesk workspace, reporting, and third-party platforms. This is a full-time, individual contributor role — not a managerial position.","Shopify Store Management (Primary Focus) Daily management of Shopify stores Website content additions, changes, and structural updates Theme updates and ongoing store maintenance Hands-on work with Shopify Liquid , HTML, and CSS Troubleshooting store-related issues Zendesk Workspace Administration (Required) Ongoing maintenance of Zendesk workspace Creation and management of macros and ticketing logic Implementation of new Zendesk features as they become available Workflow and configuration updates based on operational needs Reporting & Data Work Preparation of regular operational and performance reports Working with data in Excel / Google Sheets Ensuring data accuracy and consistency across systems Creating custom reports when required Third-Party Platform Management Managing and updating third-party booking and experience platforms Performing periodic availability checks Handling platform updates and related correspondence General Operations Updating cooking class availability upon request Implementing general website updates Performing basic SEO checks when needed",,,"We are hiring a hands-on Shopify & Operations Specialist to independently manage our Shopify stores, Zendesk workspace, reporting, and third-party platforms. This is a full-time, individual contributor role — not a managerial position.

Shopify Store Management (Primary Focus) Daily management of Shopify stores Website content additions, changes, and structural updates Theme updates and ongoing store maintenance Hands-on work with Shopify Liquid , HTML, and CSS Troubleshooting store-related issues Zendesk Workspace Administration (Required) Ongoing maintenance of Zendesk workspace Creation and management of macros and ticketing logic Implementation of new Zendesk features as they become available Workflow and configuration updates based on operational needs Reporting & Data Work Preparation of regular operational and performance reports Working with data in Excel / Google Sheets Ensuring data accuracy and consistency across systems Creating custom reports when required Third-Party Platform Management Managing and updating third-party booking and experience platforms Performing periodic availability checks Handling platform updates and related correspondence General Operations Updating cooking class availability upon request Implementing general website updates Performing basic SEO checks when needed"
job.am,https://job.am/en/job/1c-operator-71639,1C օպերատոր,Carat Trade,Yerevan,Full Time,,Mid level,"Administrative, Clerical, Information Technologies, Software Development",,2026-03-26,,,"Սեռը ցանկալի է արական սեռի, Կրթությունը՝ բարձրագույն, կամ վերջին կուրսում հեռակա սովորող, Փորձը՝ ցանկալի է, բայց պարտադիր չէ, Ունակություններ՝ որոշակի տեղեկություններ Excel, Word, 1C, լավ տիրապետելը կդիտվի որպես առավելություն, Կարևոր հատկանիշներ՝ սթրեսակայունություն, պաևտաճանաչություն։ Company օverview Address Աշոտ Հովհաննիսյան 24/4, Yerevan, Armenia Number of employees 151-500 Phone 060434343 Ծխախոտի իրացում See more",,"Սեռը ցանկալի է արական սեռի, Կրթությունը՝ բարձրագույն, կամ վերջին կուրսում հեռակա սովորող, Փորձը՝ ցանկալի է, բայց պարտադիր չէ, Ունակություններ՝ որոշակի տեղեկություններ Excel, Word, 1C, լավ տիրապետելը կդիտվի որպես առավելություն, Կարևոր հատկանիշներ՝ սթրեսակայունություն, պաևտաճանաչություն։ Company օverview Address Աշոտ Հովհաննիսյան 24/4, Yerevan, Armenia Number of employees 151-500 Phone 060434343 Ծխախոտի իրացում See more"
job.am,https://job.am/en/job/bitrix24-nerdman-xorhrdatu-och-cragravorogh-70645,Bitrix24 ներդման խորհրդատու (ոչ ծրագրավորող),TML CONSULTING LLC,"Kentron, Yerevan",Full Time,Five-day workweek,"Mid level, Senior","Information Technologies, Software Development",,2026-03-25,,,,,"Հիմնական պարտականությունները Bitrix24 CRM համակարգի ամբողջական ադմինիստրացիա, կարգաբերում և սպասարկում Համակարգի հարմարեցում ընկերության բիզնես գործընթացներին և կառուցվածքին Բիզնես ավտոմատացումների մշակում՝ custom մոդուլներ webhook-ներ ինտեգրացիաներ (REST API) Կոդային լուծումների մշակում (PHP / JavaScript) Անվտանգության քաղաքականության, պահուստավորման (backup) և թարմացումների պլանավորում և իրականացում Համագործակցություն ներքին թիմերի հետ՝ գործընթացների օպտիմալացման նպատակով Օգտատերերի ուսուցում (training) և գործնական խորհրդատվություն Պահանջվող հմտությունները և փորձը Բարձրագույն տեխնիկական կրթություն Bitrix24 համակարգի խորացված կարգաբերման և ադմինիստրացիայի առնվազն 2 տարվա փորձ Ինտեգրացիաների իրականացում այլ համակարգերի հետ REST API, webhook-ներ, միկրոսերվիսային ինտեգրման փորձ Վեբ ծրագրավորման գործնական հմտություններ՝ PHP, JavaScript SQL և տվյալների կառավարման հիմունքներ Զարգացման և թեստավորման գործիքների հետ աշխատանք Վերլուծական մտածողություն, խնդիրների արագ լուծման ունակություն։ Company օverview Address Տերյան 1/1 Number of employees 51-150 Website https://tmlconsultant.com/ Մենք տրամադրում ենք խորհրդատվություն բիզնեսի կառավարման, իրավական, ֆինանսական և վաճառքի խթանման , նոր նախագծերի մշակման և իրագործման, ֆրանչայզ մոդելների ստեղծման և ձեռք բերման գծով, աջակցում ենք ընկերություններին մշակել համապատասխան ռազմավարություն, ուղեկցում ենք տնտեսական գործունեության բոլոր փուլերում: Մենք օգնում ենք օպտիմալացնել ընկերության գործունեությունը, կրճատել ծախսերը, գտնել նորագույն տեխնոլոգիական լուծումներ, բիզնեսում կիրառել նորորարական մոտեցումներ և արդիականացնել այն՝ ապահովելով շարունակական աճ և լուրջ արդյունքների ստացում: See more"
job.am,https://job.am/en/job/senior-front-end-software-developer-71596,Senior Front-end Software Developer,Nika S.A,Yerevan,"Full Time, Contract",,Senior,"Information Technologies, Software Development Open to international applicants",,2026-03-25,,"Development: Build and scale complex UIs using Next.js and React.js . Architecture: Design and implement System Architecture solutions , leveraging Cloud environments for optimized deployment. PWA: Develop and maintain Progressive Web Applications to enhance mobile user engagement. Engineering: Write clean, efficient TypeScript and integrate with RESTful/GraphQL APIs . Quality & Mentorship: Lead code reviews and mentor team members to maintain rigorous engineering standards. Optimization: Ensure cross-browser compatibility and maximize application speed for high-traffic environments.","iGaming Experience: Proven track record within the iGaming industry. Front-end Expertise: 5+ years of experience with Next.js, React.js, TypeScript , and ES6+ . PWA Mastery: Demonstrated experience building and deploying Progressive Web Apps . Cloud Architecture: Familiarity with System Architecture and deploying front-end solutions in Cloud environments (AWS/GCP/Azure). Version Control: Proficiency in Git and modern CI/CD workflows. Communication: Fluent English and a collaborative, problem-solving mindset.",,"Development: Build and scale complex UIs using Next.js and React.js . Architecture: Design and implement System Architecture solutions , leveraging Cloud environments for optimized deployment. PWA: Develop and maintain Progressive Web Applications to enhance mobile user engagement. Engineering: Write clean, efficient TypeScript and integrate with RESTful/GraphQL APIs . Quality & Mentorship: Lead code reviews and mentor team members to maintain rigorous engineering standards. Optimization: Ensure cross-browser compatibility and maximize application speed for high-traffic environments.

iGaming Experience: Proven track record within the iGaming industry. Front-end Expertise: 5+ years of experience with Next.js, React.js, TypeScript , and ES6+ . PWA Mastery: Demonstrated experience building and deploying Progressive Web Apps . Cloud Architecture: Familiarity with System Architecture and deploying front-end solutions in Cloud environments (AWS/GCP/Azure). Version Control: Proficiency in Git and modern CI/CD workflows. Communication: Fluent English and a collaborative, problem-solving mindset."
job.am,https://job.am/en/job/system-administrator-71040,System Administrator,Gulf Armenia,Yerevan,Full Time,Five-day workweek,Senior,"Information Technologies, Software Development, Installation, Maintenance, Repair",,2026-03-22,Gulf Armenia is looking for an experienced System Administrator to join our team.,"Oversee the installation, configuration, and maintenance of all hardware and software systems, including servers, networks, workstations, and security systems. Manage IT support for employees — troubleshoot hardware, software, and network connectivity issues, ensuring minimal downtime. Administer QNAP NAS systems: user access, backups, snapshots, and remote replication. Configure and maintain Fortigate firewalls, VPNs, and network security policies to safeguard company assets. Implement and monitor network infrastructure (LAN, WAN, VLAN, DHCP, DNS, Wi-Fi). Set up and maintain Moxa devices (switches, serial-to-Ethernet converters, gateways) for communication with industrial equipment. Configure and troubleshoot RS-485 / Modbus communication protocols for integration with controllers and IoT devices. Manage data protection, backups, and disaster recovery plans across systems and storage platforms. Conduct regular security audits, monitor network performance, and proactively identify risks. Collaborate with other departments to understand their technology needs and provide tailored IT solutions. Manage vendor relationships and service provider contracts to ensure reliability and cost-effectiveness. Document IT systems, configurations, and procedures, ensuring accuracy and consistency.","Minimum 4 years of experience as a System Administrator or similar role, ideally in a non-IT-focused or industrial organization. Bachelor’s degree in Information Technology, Computer Science, or a related field (Master’s preferred). Strong English and Russian communication skills. Solid knowledge of network infrastructure, server management, and systems integration. Proven experience with QNAP NAS management and data backup strategies. Fortigate firewall configuration and VPN management. Moxa industrial devices (switches, serial converters, remote I/O). RS-485/Modbus serial communication setup and diagnostics. Experience with Windows Server, Active Directory, and Linux environments. Understanding of network security, firewall rules, and data protection practices. Excellent analytical, problem-solving, and troubleshooting skills. Company օverview Address Տիգրան Մեծ 16 Number of employees 151-500 Phone +374 94 781801 Gulf Armenia is a new gas station brand operating in Armenia, offering a range of fuels and services. Our success is driven by high quality fuel, wide range of convenience store products, quality coffee, attractive fast food offer and exceptional customer service. This international brand has been represented officially in Armenia by ""AMRECO"" LLC, since 2024. We trace the establishment of our world brand to 1901 in the USA. Nowadays Gulf Oil International distributes high quality oil products to more than 100 countries and is one of the major players in the world market. We import fuel from the best oil refineries in Europe whose quality controls comply with world class standards. Gulf refueling stations are distinguished with modern equipment and western state of the art innovative technologies. Gulf is one of the new major employers in Armenia. Continuing to build the strong team is a great challenge for the Company. For these reasons Gulf is always focused on recruiting the brightest and most talented people. Our company is oriented on and always tries to capture opportunities for growth and development. See more Benefits Corporate events Free tea, coffee and refreshments Reward system Trainings Free parking",,"Gulf Armenia is looking for an experienced System Administrator to join our team.

Oversee the installation, configuration, and maintenance of all hardware and software systems, including servers, networks, workstations, and security systems. Manage IT support for employees — troubleshoot hardware, software, and network connectivity issues, ensuring minimal downtime. Administer QNAP NAS systems: user access, backups, snapshots, and remote replication. Configure and maintain Fortigate firewalls, VPNs, and network security policies to safeguard company assets. Implement and monitor network infrastructure (LAN, WAN, VLAN, DHCP, DNS, Wi-Fi). Set up and maintain Moxa devices (switches, serial-to-Ethernet converters, gateways) for communication with industrial equipment. Configure and troubleshoot RS-485 / Modbus communication protocols for integration with controllers and IoT devices. Manage data protection, backups, and disaster recovery plans across systems and storage platforms. Conduct regular security audits, monitor network performance, and proactively identify risks. Collaborate with other departments to understand their technology needs and provide tailored IT solutions. Manage vendor relationships and service provider contracts to ensure reliability and cost-effectiveness. Document IT systems, configurations, and procedures, ensuring accuracy and consistency.

Minimum 4 years of experience as a System Administrator or similar role, ideally in a non-IT-focused or industrial organization. Bachelor’s degree in Information Technology, Computer Science, or a related field (Master’s preferred). Strong English and Russian communication skills. Solid knowledge of network infrastructure, server management, and systems integration. Proven experience with QNAP NAS management and data backup strategies. Fortigate firewall configuration and VPN management. Moxa industrial devices (switches, serial converters, remote I/O). RS-485/Modbus serial communication setup and diagnostics. Experience with Windows Server, Active Directory, and Linux environments. Understanding of network security, firewall rules, and data protection practices. Excellent analytical, problem-solving, and troubleshooting skills. Company օverview Address Տիգրան Մեծ 16 Number of employees 151-500 Phone +374 94 781801 Gulf Armenia is a new gas station brand operating in Armenia, offering a range of fuels and services. Our success is driven by high quality fuel, wide range of convenience store products, quality coffee, attractive fast food offer and exceptional customer service. This international brand has been represented officially in Armenia by ""AMRECO"" LLC, since 2024. We trace the establishment of our world brand to 1901 in the USA. Nowadays Gulf Oil International distributes high quality oil products to more than 100 countries and is one of the major players in the world market. We import fuel from the best oil refineries in Europe whose quality controls comply with world class standards. Gulf refueling stations are distinguished with modern equipment and western state of the art innovative technologies. Gulf is one of the new major employers in Armenia. Continuing to build the strong team is a great challenge for the Company. For these reasons Gulf is always focused on recruiting the brightest and most talented people. Our company is oriented on and always tries to capture opportunities for growth and development. See more Benefits Corporate events Free tea, coffee and refreshments Reward system Trainings Free parking"
