source,source_type,source_url,job_title,company_name,location,employment_type,seniority_level,industries,posting_date,deadline,skills_tags,full_text,it_filter_decision,it_role_group,it_filter_reason,it_tech_text_score
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-data-integration-engineer-at-epam-systems-4379357318?refId=6JxhaozRmvCubb7GisYRWA%3D%3D&trackingId=dBeEQn1vXxOeBJVGGIkXUA%3D%3D&position=24&pageNum=4,Senior Data Integration Engineer,EPAM Systems,Armenia,Full-time,Mid-Senior level,Software Development and IT Services and IT Consulting,2026-03-05,,,"We are seeking a Senior Data Integration Engineer with expertise in data management, integration, and cloud-based technologies.This role requires a solution-oriented professional passionate about creating and delivering advanced data systems. If you excel in cloud infrastructures and value precision, we encourage you to apply! This is a fully remote position that offers you the flexibility to work from any location in Armenia, whether it's your home or well-equipped offices in Yerevan or Gyumri.  ResponsibilitiesDesign Data Integration solutions leveraging classic, modern, or hybrid cloud data toolsCollaborate with product and engineering teams to define requirements, evaluate new features, and make architectural decisionsAddress business challenges by developing technical solutions aligned with quality and technical standardsPerform code reviews and execute testing processes to ensure alignment with technical specificationsDeliver comprehensive documentation for architectural designs and technical implementations RequirementsAdvanced knowledge of Data Integration tools such as Azure Data Factory, AWS Glue, and GCP DataflowBackground in working with relational databases and programming tools including SQL, Python, PySparkProficiency in managing cloud platforms like AWS, Azure, or GCP to build scalable data environmentsUnderstanding of Data Security principles, modern Data Management practices, and CI/CD workflowsExpertise in methodologies for data modeling, including OLAP, OLTP, ETL, and Data WarehousingCapability to articulate complex ideas effectively with proficiency in English We offerWe connect like-minded peopleDelivering innovative solutions to industry leaders, making a global impactEnjoyable working environment, whether it is the vibrant office or the comfort of your homeOpportunity to work abroad for up to two months per yearRelocation opportunities within our offices in 55+ countriesCorporate and social eventsWe invest in your growthLeadership development, career advising, soft skills and well-being programsCertifications, including GCP, Azure and AWSUnlimited access to LinkedIn Learning and UdemyFree English classes with certified teachersWe cover it allParticipation in the Employee Stock Purchase PlanMonetary bonuses for engaging in the referral programComprehensive medical & family care packageFour trust days per year for personal needsDiscounts for fitness clubsBenefits package (hotels, restaurants, stores and services) EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities. ",keep,General IT,text had 10 technical signals,10
linkedin,aggregator,https://am.linkedin.com/jobs/view/team-lead-cybersecurity-ai-web-hosting-security-remote-only-at-cloudlinux-4353969367?refId=oXvoInvAPS4kiHD5XsDDPw%3D%3D&trackingId=LFkAbORSwvUxIE3H9KJbBA%3D%3D&position=15&pageNum=4,Team Lead (Cybersecurity & AI) Web Hosting Security (remote-only),CloudLinux,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,Primary and Secondary Education and Non-profit Organizations,2026-01-21,,,"Imunify360 Security Suite is a product of CloudLinux Inc., the maker of the #1 OS in security and stability for hosting providers. Imunify is an innovative security solution designed specifically for shared and VPS/Dedicated servers. The automated, easy-to-use solution with the six-layer approach to security delivers comprehensive and complete attack prevention.

For more information, visit our website: https://www.imunify360.com/

To our CloudAV team, we're looking for a strong leader with enough technical depth to steer confidently in complex environments. CloudAV team processes massive datasets, builds intelligent detection pipelines, and leverages modern AI to stay ahead of emerging threats.

You'll set direction, enable the team, and turn strategy into results while building advanced security systems used by hosting providers worldwide, helping protect millions of websites and the businesses behind them. You also will:

Lead at the edge of AI-driven cybersecurity and influence decisions across the global web hosting ecosystem Combine strategy, execution, and team leadership in a high-visibility role Define direction and priorities for a high-impact security engineering team Convert business goals into focused technical initiatives Build a high-performance team culture through mentorship, feedback, and growth Work in a culture that values autonomy, speed, and innovation


Requirements

Experience leading an engineering teamStrong judgment in prioritization, trade-offs, and execution under uncertaintyComfort working in Python-centric environments and discussing system design choicesPractical understanding of Linux-based production systems and engineering workflowsFamiliarity with modern data-driven platforms (large-scale processing, automation, analytics)Confidence with Git-based development, quality practices, and CI/CD cultureClear English communication and strong stakeholder management


Benefits


What's in it for you?

A focus on professional developmentInteresting and challenging projectsFully remote work with flexible working hours, that allows you to schedule your day and work from any location worldwidePaid 24 days of vacation per year, 10 days of national holidays, and unlimited sick leavesCompensation for private medical insuranceCo-working and gym/sports reimbursementBudget for educationThe opportunity to receive a reward for the most innovative idea that the company can patent

By applying for this position, you consent to the processing of your personal data as described in our Privacy Policy (https://cloudlinux.com/candidate-privacy-notice), which provides detailed information on how we maintain and handle your data.",keep,Security,title matched Security,5
linkedin,aggregator,https://am.linkedin.com/jobs/view/senior-product-designer-core-product-remote-at-finom-4346273977?refId=oXvoInvAPS4kiHD5XsDDPw%3D%3D&trackingId=hbbW%2FqmKZpKR8IWH7s216g%3D%3D&position=9&pageNum=4,Senior Product Designer - Core Product (Remote),Finom,"Yerevan, Yerevan, Armenia",Full-time,Mid-Senior level,Financial Services,2025-12-25,,,"About Finom

Finom is a European tech startup headquartered in Amsterdam, and we’re on a journey towards revolutionizing the financial landscape for entrepreneurs worldwide. Our mission is to develop an all-in-one financial B2B solution that integrates banking functions, accounting, financial management, and invoicing into a seamless, mobile-first platform.

We recently closed a €115 million Series C equity round (around $133 million), bringing our total funding to approximately $346 million. This significant investment follows a $105 million growth funding round from General Catalyst, a long-term backer since 2021 known for supporting companies like Airbnb, HubSpot, KAYAK, and Stripe.

Finom's platform goes beyond traditional banking, offering invoicing and a growing suite of features, including AI-enabled accounting, aiming to simplify financial management for entrepreneurs. We're actively expanding our reach across key EU markets like Germany, France, the Netherlands, Italy, and Spain.

At Finom, we’re not just redefining the entrepreneurial experience — we’re empowering our employees to make a real difference. Your work matters, and your impact extends far beyond product metrics. We nurture innovation and an inspiring work environment where bold ideas thrive, prioritizing thorough research, swift implementation of solutions, and ensuring that every effort we make benefits our users, employees, partners, and our business as a whole.

Maintaining our start-up spirit, we prioritize thorough research, swift implementation of solutions, and ensuring that every effort we make benefits our users, employees, partners, and, of course, our business.

As a Senior Product Designer, you will be a key contributor and owner within one of Finom’s core product domains, driving end-to-end design for features that directly shape the financial lives of tens of thousands of customers.

This role is for a designer who thrives on complexity, demands excellence, and is ready to translate ambitious business goals into intuitive, elegant user experiences.

What You’ll Do

Own design delivery across the full product lifecycle, from discovery and conceptualization to final implementation and polish.Translate complex business and user problems into clear, user-centered design solutions.Collaborate closely with product managers and engineers to effectively scope, prioritize, and define project outcomes.Create essential design artifacts including user flows, wireframes, high-fidelity mockups, and interactive prototypes.Contribute actively to our design system and maintain consistency and scalability across the entire user interface.Participate robustly in usability testing, user feedback loops, and data-driven experimentation.Support high-priority initiatives such as modular pricing, onboarding UX transformation, and the development of AI Copilot features.

Who You Are

4+ years of experience in product design, ideally gained within fast-paced fintech or SaaS environments.A strong portfolio that clearly demonstrates user-centered thinking and polished execution across various projects.Experience working on complex platforms with multiple user flows, states, and feature dependencies.Confidence working in cross-functional squads with engineers, analysts, and product managers.The ability to rationalize your design decisions rigorously using data, research insights, and direct customer feedback.A strong foundation of curiosity, pragmatism, and a consistently high bar for design quality and craft.

Nice to Have

Exposure to AI-powered UX, accounting, invoicing, or core banking flows.

What You Will Get In Return

Make a genuine impact on the product

Join our upward trajectory, and grow with us. We provide the resources and opportunities for continuous personal and professional development, empowering you to make a genuine impact on our evolving product.

Work in the EU

Embark on this exciting journey with us and enjoy the flexibility of traveling and working remotely or in a hybrid model across Europe.

Become a stock options holder

Unlock your inner entrepreneur and align your aspirations with ours through our Stock Options Program. This exciting opportunity is available to every team member, from junior team members to our founders.

Receive unwavering support and care

Finom stands by you at every step, embodying our commitment to your well-being and success reflected in our modern, friendly, and eco-conscious corporate culture. We offer constant support and care to ensure your Finom experience is successful and fulfilling.

Work & Swim program

Immerse yourself in our exclusive Work & Swim Program. Spend one month in a comfortable corporate apartment in enchanting Cyprus. It's the ideal opportunity to strike the perfect work-life balance while enjoying breathtaking Mediterranean views.

Equal Opportunity Statement 

At Finom, we're an equal opportunity employer and value diversity at our company. We embrace diversity and invite applications from all walks of life. We do not discriminate based on race, religion, color, national origin, gender, sexual orientation, age, marital status, disability status, or other applicable legally protected characteristics.

We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.",keep,UX / Product Design,title matched UX / Product Design,2
linkedin,aggregator,https://am.linkedin.com/jobs/view/automated-testing-in-java-trainee-at-epam-systems-4361768517?refId=OWZOMq9jZYmdfryOOFFNxQ%3D%3D&trackingId=v0cFja0fpThYUf4YUgg60A%3D%3D&position=23&pageNum=4,Automated Testing in Java Trainee,EPAM Systems,Armenia,Internship,Internship,IT Services and IT Consulting and Software Development,2026-03-12,,,"EPAM Campus offers a free Automated Testing in Java training program to help you gain market-oriented hard and soft skills alongside IT professionals. In this intensive course, you will learn core software development and testing tools, advance your proficiency in Java and master modern frameworks for test automation.This program will last ~2.5 months and require ~20 hours of weekly engagement. Completing it won't guarantee a job, but it will lay a solid foundation to enter the profession confidently, either at our company or in the broader IT market.Requirements General requirements: Citizens of Armenia and permanent residents who are eligible to work in this countrySecond-to-last or final year university students, graduates and specialists changing careersIndividuals aged 18 years and olderSkills requirements:English level of B1 (Intermediate) and higherBasic knowledge of Java programming (Data Types, Conditions and Loops, Arrays, Classes)Familiarity with testing theory (Static & Dynamic Testing, Requirement Analysis, Software Testing Methods & Levels, Testing Pyramid, Functional & Non-Functional Testing Types, Test Planning, Checklists, Test Cases & Suites, Defects, Test Result Reports)Understanding of test automation goalsBasic knowledge of version control with GitDon't worry if you have minor gaps – you will be able to improve some skills during the program. You can also start exploring our course for beginners.We offerRemote learning from any location in ArmeniaFree-of-charge training program and educational materialsTechnology mentors from around the globeMarket-oriented content tested in numerous runsAI tools for delivering a cutting-edge learning experienceOpportunity to join more advanced training stages EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities.  ",keep,General IT,text had 4 technical signals,4
linkedin,aggregator,https://am.linkedin.com/jobs/view/automated-testing-in-java-trainee-at-epam-systems-4361892112?refId=OWZOMq9jZYmdfryOOFFNxQ%3D%3D&trackingId=amkRlGb8PRi6a%2BWP1vF3sg%3D%3D&position=22&pageNum=4,Automated Testing in Java Trainee,EPAM Systems,"Yerevan, Yerevan, Armenia",Internship,Internship,IT Services and IT Consulting and Software Development,2026-03-12,,,"EPAM Campus offers a free Automated Testing in Java training program to help you gain market-oriented hard and soft skills alongside IT professionals. In this intensive course, you will learn core software development and testing tools, advance your proficiency in Java and master modern frameworks for test automation.This program will last ~2.5 months and require ~20 hours of weekly engagement. Completing it won't guarantee a job, but it will lay a solid foundation to enter the profession confidently, either at our company or in the broader IT market.Requirements General requirements: Citizens of Armenia and permanent residents who are eligible to work in this countrySecond-to-last or final year university students, graduates and specialists changing careersIndividuals aged 18 years and olderSkills requirements:English level of B1 (Intermediate) and higherBasic knowledge of Java programming (Data Types, Conditions and Loops, Arrays, Classes)Familiarity with testing theory (Static & Dynamic Testing, Requirement Analysis, Software Testing Methods & Levels, Testing Pyramid, Functional & Non-Functional Testing Types, Test Planning, Checklists, Test Cases & Suites, Defects, Test Result Reports)Understanding of test automation goalsBasic knowledge of version control with GitDon't worry if you have minor gaps – you will be able to improve some skills during the program. You can also start exploring our course for beginners.We offerRemote learning from any location in ArmeniaFree-of-charge training program and educational materialsTechnology mentors from around the globeMarket-oriented content tested in numerous runsAI tools for delivering a cutting-edge learning experienceOpportunity to join more advanced training stages EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities.  ",keep,General IT,text had 4 technical signals,4
linkedin,aggregator,https://am.linkedin.com/jobs/view/automated-testing-in-net-trainee-at-epam-systems-4361892085?refId=E8RwHS1%2BOA%2FDnqdHCGZEVQ%3D%3D&trackingId=jdhWPveEfrMrfTLtFCQj%2Bw%3D%3D&position=25&pageNum=4,Automated Testing in .NET Trainee,EPAM Systems,"Gyumri, Shirak Province, Armenia",Internship,Internship,IT Services and IT Consulting and Software Development,2026-03-12,,,"EPAM Campus offers a free Automated Testing in .NET training program to help you gain market-oriented hard and soft skills alongside IT professionals. In this intensive course, you will learn core software development and testing tools, advance your proficiency in С# and the .NET platform, as well as master modern frameworks for test automation.This program will last ~2.5 months and require ~20 hours of weekly engagement. Completing it won't guarantee a job, but it will lay a solid foundation to enter the profession confidently, either at our company or in the broader IT market.Requirements General requirements: Citizens of Armenia and permanent residents who are eligible to work in this countrySecond-to-last or final year university students, graduates and specialists changing careersIndividuals aged 18 years and olderSkills requirements:English level of B1 (Intermediate) and higherBasic knowledge of C# programming (Integers, Static Methods, Boolean and Logical Operators, Conditional Statements, Real Numbers, Exceptions, Iteration Statements)Familiarity with testing theory (Static & Dynamic Testing, Requirement Analysis, Software Testing Methods & Levels, Testing Pyramid, Functional & Non-Functional Testing Types, Test Planning, Checklists, Test Cases & Suites, Defects, Test Result Reports)Understanding of test automation goalsBasic knowledge of version control with GitDon't worry if you have minor gaps –you will be able to improve some skills during the program. You can also start exploring our course for beginners.We offerRemote learning from any location in ArmeniaFree-of-charge training program and educational materialsTechnology mentors from around the globeMarket-oriented content tested in numerous runsAI tools for delivering a cutting-edge learning experienceOpportunity to join more advanced training stages EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities.  ",keep,General IT,text had 5 technical signals,5
linkedin,aggregator,https://am.linkedin.com/jobs/view/product-designer-customer-activation-remote-at-constructor-4374747724?refId=oXvoInvAPS4kiHD5XsDDPw%3D%3D&trackingId=rLPR7Pqh3bqNrlNfyOu8mQ%3D%3D&position=3&pageNum=4,Product Designer: Customer Activation (Remote),Constructor,Armenia,Full-time,Entry level,IT Services and IT Consulting,2026-02-18,,,"About Us

Constructor is the next-generation platform for search and discovery in ecommerce, built to explicitly optimize for metrics like revenue, conversion rate, and profit. Our search engine is entirely invented in-house utilizing transformers and generative LLMs, and we use its core and personalization capabilities to power everything from search itself to recommendations to shopping agents. Engineering is by far our largest department, and we've built our proprietary engine to be the best on the market, having never lost an A/B test to a competitive technology. We're passionate about maintaining this and work on the bleeding edge of AI to do so.

Out of necessity, our engine is built for extreme scale and powers over 1 billion queries every day across 150 languages and roughly 100 countries. It is used by some of the biggest ecommerce companies in the world like Sephora, Under Armour, and Petco.

We're a passionate team who love solving problems and want to make our customers' and coworkers' lives better. We value empathy, openness, curiosity, continuous improvement, and are excited by metrics that matter. We believe that empowering everyone in a company to do what they do best can lead to great things.

Constructor is a U.S. based company that has been in the market since 2019. It was founded by Eli Finkelshteyn and Dan McCormick who still lead the company today.

About The Position

You'll be designing the future of product discovery. Constructor powers search and recommendations for some of the world's largest retailers and your work will shape how we show that to prospective customers. You'll own the demo experience: how big brands first see what's possible, and how they imagine their own shoppers using it. You'll also work on onboarding helping customers go live faster with less friction. It's a mix of vision work and practical tooling, with real impact on how Constructor grows.

About You

You're a product designer who owns problems, not screens. You're comfortable with ambiguity, can partner with PMs to shape direction, and know how to translate research insights into production-ready interfaces, working closely with engineers. You ship work that matters.

Beyond being a thoughtful designer, user advocate, and strong collaborator, here are a few things we really value:

 A goal-oriented, iterative mindset — You focus on solving high-impact problems and are comfortable learning, improving, and shipping quickly.  Practical experience with research — You've led user interviews, usability tests, and data analysis.  Experience designing for unfamiliar problems — You've worked on products where you had to understand complex workflows outside your own experience—especially in B2B contexts.  Experience turning ambiguity into structure — You spot patterns, define systems, and design scalable, reusable solutions

Requirements

Visual Strategy: Defining a bold, new design aesthetic for the e-commerce demo site that visually represents ""Product Discovery 2027.""  Interaction Design: Mapping out user flows and interactions for new, cutting-edge features that leverage AI/LLMs (details to be provided in the project brief).  High-Fidelity Mockups: Delivering final mockups and assets for all key pages and states (homepage, search results, product detail page, filtering/sorting experience, etc.).  Component Library: Ensuring all new designs are scalable and align with the existing/evolving Constructor design system

Benefits

🏝️ Unlimited vacation time - we strongly encourage all of our employees take at least 3 weeks per year

💰 A competitive compensation package including stock options

🌎 Fully remote team - choose where you live

🛋️ Work from home stipend! We want you to have the resources you need to set up your home office

💻 Apple laptops provided for new employees

🧑‍🎓 Training and development budget for every employee, refreshed each year

👪 Maternity & Paternity leave for qualified employees

🧠 Work with smart people who will help you grow and make a meaningful impact

Diversity, Equity, and Inclusion at Constructor

At Constructor.io we are committed to cultivating a work environment that is diverse, equitable, and inclusive. As an equal opportunity employer, we welcome individuals of all backgrounds and provide equal opportunities to all applicants regardless of their education, diversity of opinion, race, color, religion, gender, gender expression, sexual orientation, national origin, genetics, disability, age, veteran status or affiliation in any other protected group.",keep,UX / Product Design,title matched UX / Product Design,1
linkedin,aggregator,https://am.linkedin.com/jobs/view/lead-data-software-engineer-at-epam-systems-4374274984?refId=F8KtPnkJmQCZUkOtABEzaQ%3D%3D&trackingId=vqMPrjSFwRgnJGjpBS1fhA%3D%3D&position=3&pageNum=4,Lead Data Software Engineer,EPAM Systems,Armenia,Full-time,Mid-Senior level,IT Services and IT Consulting and Software Development,2026-02-23,,,"We are seeking an open-minded Lead Data Software Engineer to drive the development and maintenance of our data-driven architecture. In this role, you will work on developing pipelines to build business-related data products and designing cloud-based platform solutions to support DataHub functionality. If you’re passionate about shaping the future of data engineering and thrive in an environment where innovation and collaboration are key, we invite you to join us. This is a fully remote position that offers you the flexibility to work from any location in Armenia, whether it's your home or well-equipped offices in Yerevan or Gyumri.  ResponsibilitiesDesign and implement data pipelines Perform data ingestion processes to integrate existing data sources into the new platform Participate in platform engineering, including cloud-based solutions to support the architecture, such as ingestion frameworks, platform orchestrators and exploratory environments Conduct MLOps activities to build production-ready cloud-based solutions to support existing ML pipelines Take part in the design of on-premises to cloud migration activities Requirements 5+ years of production experience in Data Software Engineering Proficiency in SQL Understanding of common Big Data challenges (splitability, massive parallel processing, load-balancing, data locality, streaming, etc.) and relevant technologies (Apache Spark, Kafka, NoSQL databases) Familiarity with data modeling concepts such as relational/dimensional data, SCD and snowflaking Hands-on production experience with any major cloud provider: Azure, AWS or GCP B2 English level, both verbal and written Nice to have Competency in common data-related architectures such as Data Hub or Data Lake Knowledge of Databricks We offerWe connect like-minded peopleDelivering innovative solutions to industry leaders, making a global impactEnjoyable working environment, whether it is the vibrant office or the comfort of your homeOpportunity to work abroad for up to two months per yearRelocation opportunities within our offices in 55+ countriesCorporate and social eventsWe invest in your growthLeadership development, career advising, soft skills and well-being programsCertifications, including GCP, Azure and AWSUnlimited access to LinkedIn Learning and UdemyFree English classes with certified teachersWe cover it allParticipation in the Employee Stock Purchase PlanMonetary bonuses for engaging in the referral programComprehensive medical & family care packageFour trust days per year for personal needsDiscounts for fitness clubsBenefits package (hotels, restaurants, stores and services) EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities. ",keep,Backend,title matched Backend,8
linkedin,aggregator,https://am.linkedin.com/jobs/view/automated-testing-in-net-trainee-at-epam-systems-4361729838?refId=E8RwHS1%2BOA%2FDnqdHCGZEVQ%3D%3D&trackingId=E8qqfU16%2FrCl%2BWxZ7%2BhsMg%3D%3D&position=16&pageNum=4,Automated Testing in .NET Trainee,EPAM Systems,"Vanadzor, Lori Province, Armenia",Internship,Internship,IT Services and IT Consulting and Software Development,2026-03-12,,,"EPAM Campus offers a free Automated Testing in .NET training program to help you gain market-oriented hard and soft skills alongside IT professionals. In this intensive course, you will learn core software development and testing tools, advance your proficiency in С# and the .NET platform, as well as master modern frameworks for test automation.This program will last ~2.5 months and require ~20 hours of weekly engagement. Completing it won't guarantee a job, but it will lay a solid foundation to enter the profession confidently, either at our company or in the broader IT market.Requirements General requirements: Citizens of Armenia and permanent residents who are eligible to work in this countrySecond-to-last or final year university students, graduates and specialists changing careersIndividuals aged 18 years and olderSkills requirements:English level of B1 (Intermediate) and higherBasic knowledge of C# programming (Integers, Static Methods, Boolean and Logical Operators, Conditional Statements, Real Numbers, Exceptions, Iteration Statements)Familiarity with testing theory (Static & Dynamic Testing, Requirement Analysis, Software Testing Methods & Levels, Testing Pyramid, Functional & Non-Functional Testing Types, Test Planning, Checklists, Test Cases & Suites, Defects, Test Result Reports)Understanding of test automation goalsBasic knowledge of version control with GitDon't worry if you have minor gaps –you will be able to improve some skills during the program. You can also start exploring our course for beginners.We offerRemote learning from any location in ArmeniaFree-of-charge training program and educational materialsTechnology mentors from around the globeMarket-oriented content tested in numerous runsAI tools for delivering a cutting-edge learning experienceOpportunity to join more advanced training stages EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities.  ",keep,General IT,text had 5 technical signals,5
linkedin,aggregator,https://am.linkedin.com/jobs/view/automated-testing-in-net-trainee-at-epam-systems-4361739489?refId=E8RwHS1%2BOA%2FDnqdHCGZEVQ%3D%3D&trackingId=C4C%2BEbVa2Bg%2BmORfSeIvqQ%3D%3D&position=20&pageNum=4,Automated Testing in .NET Trainee,EPAM Systems,"Ararat Province, Armenia",Internship,Internship,IT Services and IT Consulting and Software Development,2026-03-12,,,"EPAM Campus offers a free Automated Testing in .NET training program to help you gain market-oriented hard and soft skills alongside IT professionals. In this intensive course, you will learn core software development and testing tools, advance your proficiency in С# and the .NET platform, as well as master modern frameworks for test automation.This program will last ~2.5 months and require ~20 hours of weekly engagement. Completing it won't guarantee a job, but it will lay a solid foundation to enter the profession confidently, either at our company or in the broader IT market.Requirements General requirements: Citizens of Armenia and permanent residents who are eligible to work in this countrySecond-to-last or final year university students, graduates and specialists changing careersIndividuals aged 18 years and olderSkills requirements:English level of B1 (Intermediate) and higherBasic knowledge of C# programming (Integers, Static Methods, Boolean and Logical Operators, Conditional Statements, Real Numbers, Exceptions, Iteration Statements)Familiarity with testing theory (Static & Dynamic Testing, Requirement Analysis, Software Testing Methods & Levels, Testing Pyramid, Functional & Non-Functional Testing Types, Test Planning, Checklists, Test Cases & Suites, Defects, Test Result Reports)Understanding of test automation goalsBasic knowledge of version control with GitDon't worry if you have minor gaps –you will be able to improve some skills during the program. You can also start exploring our course for beginners.We offerRemote learning from any location in ArmeniaFree-of-charge training program and educational materialsTechnology mentors from around the globeMarket-oriented content tested in numerous runsAI tools for delivering a cutting-edge learning experienceOpportunity to join more advanced training stages EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities.  ",keep,General IT,text had 5 technical signals,5
linkedin,aggregator,https://am.linkedin.com/jobs/view/automated-testing-in-java-trainee-at-epam-systems-4361778412?refId=E8RwHS1%2BOA%2FDnqdHCGZEVQ%3D%3D&trackingId=4q%2B6W8br80M8lqRQqLf6cw%3D%3D&position=24&pageNum=4,Automated Testing in Java Trainee,EPAM Systems,"Armavir Province, Armenia",Internship,Internship,IT Services and IT Consulting and Software Development,2026-03-12,,,"EPAM Campus offers a free Automated Testing in Java training program to help you gain market-oriented hard and soft skills alongside IT professionals. In this intensive course, you will learn core software development and testing tools, advance your proficiency in Java and master modern frameworks for test automation.This program will last ~2.5 months and require ~20 hours of weekly engagement. Completing it won't guarantee a job, but it will lay a solid foundation to enter the profession confidently, either at our company or in the broader IT market.Requirements General requirements: Citizens of Armenia and permanent residents who are eligible to work in this countrySecond-to-last or final year university students, graduates and specialists changing careersIndividuals aged 18 years and olderSkills requirements:English level of B1 (Intermediate) and higherBasic knowledge of Java programming (Data Types, Conditions and Loops, Arrays, Classes)Familiarity with testing theory (Static & Dynamic Testing, Requirement Analysis, Software Testing Methods & Levels, Testing Pyramid, Functional & Non-Functional Testing Types, Test Planning, Checklists, Test Cases & Suites, Defects, Test Result Reports)Understanding of test automation goalsBasic knowledge of version control with GitDon't worry if you have minor gaps – you will be able to improve some skills during the program. You can also start exploring our course for beginners.We offerRemote learning from any location in ArmeniaFree-of-charge training program and educational materialsTechnology mentors from around the globeMarket-oriented content tested in numerous runsAI tools for delivering a cutting-edge learning experienceOpportunity to join more advanced training stages EPAM Armenia is a team of talented innovators united by a passion for technology. In 2014, we opened our first office in Yerevan, and now we have a second engineering hub in Gyumri. We've built a continuously learning organization that helps its employees rapidly advance their careers. Here you will work with the world's industry leaders, support impactful projects using the latest technologies, collaborate with multi-national teams, and have access to a wide variety of development opportunities.  ",keep,General IT,text had 4 technical signals,4
