course_id,university,program_name,program_name_en,program_code,degree_level,course_code,course_name_original,course_name_en,credits,component,semester,description,description_en,prerequisites,assessment,academic_year,source_url,source_language,notes
NPUA-0028,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Կիրառական ծրագրեր,Applied Programs,3.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0029,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,"Դիսկրետ մաթեմատիկա, ալգորիթմներ և ծրագրեր","Discrete Mathematics, Algorithms, and Programs",5.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0030,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Մարդ-մեքենա փոխգործակցություն,Human-Machine Interaction,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0031,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Web տեխնոլոգիաներ,Web Technologies,12.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0032,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Տվյալների բազաների կառավարման համակարգեր,Database Management Systems,11.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0033,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Ճարտարագիտական մոդելավորում,Engineering Modeling,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0034,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,ՏՏ-ի սոցիալական և էթիկական հարցերը,Social and Ethical Issues in IT,2.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0035,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Ցանցային տեխնոլոգիաների կառավարում և կարգաբերում,Management and Regulation of Network Technologies,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0036,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,ՏՏ ռեսուրսների պլանավորում,IT Resource Planning,4.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0037,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Պլատֆորմային Տեխնոլոգիաներ,Platform Technologies,4.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0038,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Օպերացիոն համակարգերի կարգաբերում և օգտագործում,Configuration and Use of Operating Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0039,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Մուլտիմեդիա տեխնոլոգիաներ,Multimedia Technologies,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0040,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Տեխնիկական աջակցություն,Technical Support,3.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0041,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,"Անվտանգություն ներդրում, Կառավարում","Investment Security, Management",6.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0042,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,SEO -որոնման համակարգի Օպտիմալացում,SEO - Search Engine Optimization,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0043,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,WEB տեխնոլոգիաներ,Web Technologies,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0044,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Մոբայլ տեխնոլոգիաներ,Mobile Technologies,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0045,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Ինտեգրման միջոցով համակարգերի մշակում,System Development through Integration,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0046,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Համակարգերի կառավարում,Systems Management,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0047,National Polytechnic University of Armenia,Information Technologies,Information Technologies,,Bachelor,,Տվյալների բազաների կառավարման համակարգեր,Database Management Systems,6.0,,,,,,,2025/2026,https://polytech.am/edu/information_technologies-2/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0048,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Հաշվողական համակարգերի թվաբանական և տրամաբանական հիմունքներ,Fundamentals of Arithmetic and Logical Principles of Computing Systems,4.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0049,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Թվային սխեմաների նախագծման հիմունքներ,Fundamentals of Digital Circuit Design,3.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0050,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային սխեմատեխնիկա,Computer Schematics Engineering,6.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0051,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Թվային համակարգերի նախագծում,Design of Digital Systems,6.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0052,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Քոմփյութերների կազմակերպում,Computer Organization,1.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0053,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Հաշվողական համակարգերի Ճարտարապետություն,Architecture of Computing Systems,7.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0054,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Հաշվողական համակարգերի արատորոշում,Diagnosis of Computing Systems,6.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0055,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային ցանցերի հիմունքներ,Fundamentals of Computer Networks,4.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0056,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային ինտեգրալ սխեմաներ,Computer Integrated Circuits,4.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0057,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային ցանցերի կազմակերպում,Organization of Computer Networks,6.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0058,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Ցանցային օպերացիոն համակարգեր,Network Operating Systems,3.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0059,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Միկրոպրոցեսորային համակարգեր,Microprocessor Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0060,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային մասնագիտացված սխեմաներ,Computer Specialized Schemes,4.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0061,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Ծրագրավորվող սարքերով հաշվողական համակարգերի նախագծում,Design of Computing Systems with Programmable Devices,4.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0062,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Տեղեկատվության պահպանման և ցանցային շրջանառման տեխնոլոգիաներ,Information Preservation and Network Circulation Technologies,5.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0063,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային ցանցերի մասնագիտացված օպերացիոն համակարգեր,Specialized Operating Systems for Computer Networks,6.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0064,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Էլեկտրոնային կառավարման ցանցային Համակարգեր,Networked Systems of Electronic Governance,6.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0065,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային ցանցերի պաշտպանության ապարատածրագրային միջոցներ,Hardware and Software Solutions for Computer Network Security,5.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0066,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Բազմապրոցեսորային համակարգեր,Multiprocessor Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0067,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգիչների սնուցման երկրորդական աղբյուրների կազմակերպում,Organization of Secondary Power Sources for Computers,4.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0068,National Polytechnic University of Armenia,Computer Engineering,Computer Engineering,,Bachelor,,Համակարգչային ցանցերի կառավարում և շահագործում,Computer Network Management and Operation,5.0,,,,,,,2025/2026,https://polytech.am/edu/computer-engineering/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0069,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Ինֆորմատիկայի մաթեմատիկական Հիմունքներ,Mathematical Foundations of Informatics,4.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0070,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Ավտոմատների կիրառական տեսություն,Applied Theory of Automata,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0071,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Թվերի տեսություն,Theory of Numbers,3.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0072,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Հաշվողական համակարգերի ծրագրային ապահովում և ճարտարապետություն,Software Development and Architecture of Computing Systems,7.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0073,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Համակարգային ծրագրավորում,System Programming,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0074,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Օպերացիոն համակարգեր,Operating Systems,8.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0075,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Տեղեկատվության գաղտնագրային և թաքնագրային պաշտպանություն,Cryptographic and Steganographic Protection of Information,13.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0076,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Տվյալների բազաների նախագծման տեխնոլագիաներ և պաշտպանություն,Database Design Technologies and Security,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0077,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Քոմփյութերային ցանցերի կազմակերպում և պաշտպանություն,Organization and Security of Computer Networks,8.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0078,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Ծրագրավորման տեխնոլոգիա,Programming Technology,10.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0079,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Հաշվողական համակարգերի հակավիրուսային պաշտպանություն,Antivirus Protection of Computing Systems,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
NPUA-0080,National Polytechnic University of Armenia,Information Security,Information Security,,Bachelor,,Օբյեկտ-կողմնորոշված և կոմպոնենտային ծրագրավորում,Object-Oriented and Component-Based Programming,5.0,,,,,,,2025/2026,https://polytech.am/edu/information_security/,Armenian,"npua_scrape: captured from public course list page; limited_metadata: source exposed course titles and credits only; no descriptions, prerequisites, or course codes"
