course_id,university,program_name,program_code,degree_level,course_code,course_name,course_name_original,credits,component,semester,description,prerequisites,assessment,academic_year,source_url,source_language,notes
23,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Master's Thesis,Մագիստրոսական թեզ,18.0,Other,3.0,"The master's thesis is an independent research, analytical, and/or applied work that contributes to the attainment of the corresponding level of the National Qualifications Framework, as well as the educational outcomes specified by the educational program. It reflects the student's ability to apply the knowledge acquired in the specific professional field and to conduct independent research, as well as the skills to raise scientific questions and propose new solutions. During the defense, students must be able to present the scientific and practical contributions of the master's thesis topic. The public defense of the master's thesis is a graduation requirement of the master's educational program.",,Defense,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
24,Yerevan State University,Data Science in Business,031101.19.7,Master,1002,Scientific Seminar,Գիտական սեմինար,2.0,Other,1.0,"- Discuss the innovations in the field of artificial intelligence and data science, the underlying models, the algorithms used, and the software solutions. 
- Professional discussion of developments occurring in the field of artificial intelligence and data science. The seminar aims to provide a platform where students can familiarize themselves with the latest developments, innovations, and research results in their professional field. It allows students to analyze and discuss scientific articles, reports, and other relevant materials. 
- The seminar is also intended for discussing issues related to the preparation of master's theses, during which students will have the opportunity to present their research topics, discuss research methodologies, and receive advice from both instructors and invited leading experts in the field.",,Attestation,2025/2026,https://ysu.am/en/faculty/78/educational-program-349/edu-plan,Armenian,
25,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1803,Turkish-2,Թուրքերեն-2,2.0,General,2.0,"- Teach modern literary Turkish,  
- Develop the ability to reproduce Turkish texts,  
- Enhance the skills of translating texts from Armenian to Turkish and from Turkish to Armenian.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
26,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1311,Philosophy,Փիլիսոփայություն,3.0,General,5.0,"- Provide foundational knowledge about the philosophical understanding of human-world relationships and the characteristics of philosophical thinking,  
- Introduce the scientific and worldview issues of fundamental philosophical concepts,  
- Teach how to articulate and present one's own worldview principles and value orientations effectively.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
27,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,708,Fundamentals of Ecology and Environmental Protection,Էկոլոգիայի և բնապահպանության հիմունքներ,2.0,General,4.0,"- To develop students' worldview and knowledge of ecology as a science, the principles of environmental protection, the functioning of natural systems, and global and environmental issues in Armenia. 
- To establish fundamental knowledge of ecological issues in the nature-society system and the harmonious development of society with nature.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
28,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1705,Russian Language-2,Ռուսաց լեզու-2,2.0,General,3.0,"- Enhancement of linguistic and communicative competencies for effective communication,  
- Development of students' ability to assess, analyze linguistic facts, and select linguistic resources according to the content, field, and conditions of communication,  
- Formation of the ability to optimally use language resources in various speech situations,  
- Development of overall speech culture.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
29,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1106,Armenian History 2,Հայոց պատմություն 2,2.0,General,4.0,"The aim of the course is to provide students with fundamental knowledge regarding key issues in the history of Armenia's modern and contemporary periods and to contribute to the education of citizens with a well-rounded, vibrant national consciousness.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
30,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1106,Armenian History 1,Հայոց պատմություն 1,2.0,General,3.0,"The aim of the course is to provide students with fundamental knowledge on key issues of the history of ancient and medieval Armenia and to contribute to the education of citizens with a well-rounded, vibrant national consciousness.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
31,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,2,Civil Protection and First Aid for the Population in Emergency Situations,Քաղաքացիական պաշտպանություն և արտակարգ իրավիճակներում բնակչության առաջին բուժօգնություն,2.0,General,1.0,"To develop a general understanding of emergencies among students, skills for acting in emergency situations, skills for organizing rescue operations, and the necessary abilities to provide first aid in the event of possible injuries and other afflictions during various incidents.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
32,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1608,French-2,Ֆրանսերեն-2,2.0,General,2.0,"• complete the knowledge acquired with the help of the previous module, • familiarize with the requirements for testing and assessing foreign language proficiency, • present the Common European Framework of Reference for Languages and introduce the basic principles of testing, • present the main strategies and tactics of language testing.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
33,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1205,Chinese-2,Չինարեն-2,2.0,General,2.0,"- Introduce students to the components of linguistic, general linguistic, and functional awareness of the Chinese language, 
- Present to students the phonological, morphological, syntactic, and typological characteristics of modern Chinese, 
- Develop initial knowledge among students for active communication in Chinese and the further development of language skills, 
- Create preliminary understandings among students about the culture and civilization of that country within the framework of the course.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
34,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1401,Armenian Language and Speech Culture-1,Հայոց լեզու և խոսքի մշակույթ-1,2.0,General,1.0,"- present the characteristics of individual sections of the language, 
- familiarize with the criteria of linguistic norms, 
- describe the shifts and changes occurring at linguistic levels.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
35,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1604,German-2,Գերմաներեն-2,2.0,General,2.0,"- Enrich students' vocabulary, 
- deepen and enhance listening, comprehension, and writing skills as much as possible, 
- develop the abilities and competencies to communicate in German.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
36,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1602,English-2,Անգլերեն-2,2.0,General,2.0,"1. Development of linguistic awareness: knowledge and skills about vocabulary, syntax, as well as other features of a foreign language as a system, 2. Increasing the level of student engagement in communicative processes and speech activities, 3. Development of abilities and skills for teaching professional vocabulary, 4. Development of abilities for understanding professional texts.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
37,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1608,French-1,Ֆրանսերեն-1,2.0,General,1.0,"- Develop the abilities to comprehend and interpret scientific texts, 
- Familiarize with the characteristics of scientific French at various levels (phonetic - tonal, lexical, morphological-syntactic, stylistic), 
- Enhance scientific communication skills.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
38,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1205,Chinese-1,Չինարեն-1,2.0,General,1.0,"- Introduce students to the components of linguistic, general linguistic, and functional awareness of the Chinese language, 
- Present to students the phonological, morphological, syntactic, and typological features of modern Chinese, 
- Develop knowledge among students for active communication in Chinese and for the further development of language skills, 
- Create perceptions among students about the culture and civilization of that country within the framework of the course.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
39,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1803,Turkish-1,Թուրքերեն-1,2.0,General,1.0,"- Teach the phonetic, grammatical, and lexical features of modern literary Turkish,  
- Develop the ability to paraphrase Turkish texts,  
- Enhance the skills for translating texts from Armenian to Turkish and from Turkish to Armenian.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
40,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1604,German-1,Գերմաներեն-1,2.0,General,1.0,"Familiarize with the phonological and grammatical features of the German language and the basic vocabulary (according to the target group: A1-A2 or A2-B1 level), deepen and improve reading, comprehension, and reproduction skills as much as possible.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
41,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1602,English-1,Անգլերեն-1,2.0,General,1.0,"1. Development of basic language skills in General English, 2. Introduction to the fundamentals of Professional English, 3. Introduction and teaching of basic professional vocabulary, followed by professional terminology, 4. Differentiation and translation of main and supporting ideas in the domain of professional reading.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
42,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1705,Russian Language-1,Ռուսաց լեզու-1,2.0,General,2.0,"- Enhancement of linguistic and communicative competencies for effective communication,  
- Development of students' ability to evaluate, analyze linguistic facts, and select linguistic resources according to the content, field, and conditions of communication,  
- Formation of the ability to optimally use language resources in various speech situations,  
- Development of overall speech culture.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
43,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1401,Armenian Language and Speech Culture-2,Հայոց լեզու և խոսքի մշակույթ-2,2.0,General,2.0,"- Present the representational-expressive means of the language,  
- Familiarize with the functional variants of speech.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
44,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1302,Fundamentals of Ethics,Բարոյագիտության հիմունքներ,2.0,General,3.0,"- Analyze the moral issues of contemporary civilizational challenges,  
- Anticipate crisis phenomena with moral motivations and their consequences,  
- Familiarize with the moral fundamental questions of love, family, the meaning of life, religion, and law.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
45,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,604,Contemporary Concepts in Natural Science,Բնագիտության ժամանակակից հայեցակարգեր,2.0,General,3.0,"- To develop an understanding among students about the contemporary issues in natural sciences.  
- To shape perceptions regarding the modern patterns and prospects of the development of natural sciences.  
- To form a specific worldview for the explanation of phenomena occurring in the surrounding world.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
46,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1005,Fundamentals of Business,Գործարարության հիմունքներ,2.0,General,3.0,"1. Provide knowledge and understanding of the essence and characteristics of business, as well as the fundamental issues of business development, 2. Teach the theoretical-methodological foundations of business, as well as the practical skills necessary for business organization, 3. Develop capabilities for the preparation of business plans.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
47,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1901,Fundamentals of Law,Իրավունքի հիմունքներ,2.0,General,3.0,"To teach the fundamentals of legal-regulatory frameworks in various sectors of public life, to develop skills for practically applying acquired legal knowledge, as well as to shape a legal worldview and culture.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
48,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,105,Applied Statistics,Կիրառական վիճակագրություն,2.0,General,3.0,"- Introduce the main methods of applied statistics,  
- Teach students to apply statistical methods to solve practical problems,  
- Familiarize students with different sections of applied statistics.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
49,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,2101,Fundamentals of Religious Studies,Կրոնագիտության հիմունքներ,2.0,General,3.0,"- Provide general systematic knowledge about religion, its historical manifestations, emergence, formation, and development, its role in social and spiritual life, introduce the theoretical foundations and fundamental issues of contemporary religious studies, the religions existing in the world, their classification principles, regularities, and characteristics, 
- Provide general knowledge about the theology, ritual practices, structural characteristics, and history of the Armenian Church, 
- Familiarize with the fundamental theological principles and worship characteristics of the most widely practiced contemporary religions.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
50,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1306,Communication Skills,Հաղորդակցման հմտություններ,2.0,General,3.0,"- Introduce students to the characteristics, mechanisms, and principles of communication. 
- Develop skills to enhance the effectiveness of communication.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
51,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1308,Fundamentals of Psychology,Հոգեբանության հիմունքներ,2.0,General,3.0,"- To study the origins and development of the human psyche, the key mechanisms of its structure, patterns, and characteristics, - To familiarize with the directions of contemporary psychology and their fields of application.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
52,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1602,English-3,Անգլերեն-3,2.0,General,3.0,"1. Development of translation skills for professional texts (from English to Armenian), 2. Development of professional vocabulary, 3. Development of communication skills. Development of monologic and dialogic skills in the professional field, 4. Presentation of the main grammatical categories in professional texts.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
53,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1107,Fundamentals of Cultural Studies,Մշակութաբանության հիմունքներ,2.0,General,3.0,"- Introduce students to the characteristics of the cultural phenomenon and the scientific disciplines that study culture, 
- Develop knowledge among students about general as well as culture-related fields and processes relevant to their specialization, 
- Cultivate knowledge among students about Armenian and global cultures and current cultural processes.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
54,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1705,Russian Language-3,Ռուսաց լեզու-3,2.0,General,4.0,"- Deepen students' linguistic knowledge and communication skills in all language-related fields, 
- Ensure the application of students' already acquired linguistic knowledge and skills for professional purposes, 
- Provide knowledge of the basic principles of conducting business correspondence.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
55,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,2203,Fundamentals of Sociology,Սոցիոլոգիայի հիմունքներ,2.0,General,3.0,"The aim of the course is to impart knowledge to students regarding the structure of sociological knowledge and research methods, familiarizing them with the characteristics of the subject matter of sociology and the sociological worldview.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
56,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1007,Principles of Economics,Տնտեսագիտության հիմունքներ,2.0,General,3.0,"- Provide students with knowledge of the fundamental principles of microeconomic theory. 
- Introduce students to the fundamental principles of macroeconomic analysis in economic theory, which serve as the basis for the development of the country's economic policy.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
57,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1311,Fundamentals of Logic,Տրամաբանության հիմունքներ,2.0,General,3.0,"- To develop systematic knowledge of the formal-logical principles of regular thinking in students, as well as the ability to analyze and evaluate logical operations, 
- To cultivate logical qualities that contribute to the acquisition of professional knowledge, 
- To promote the development of students' critical and analytical thinking and research skills.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
58,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,1207,Fundamentals of Political Science,Քաղաքագիտության հիմունքներ,2.0,General,3.0,"- To familiarize students with the theoretical and ideological foundations of the formation of political science,  
- To introduce students to the main categories and the subject area of the study of political science,  
- To develop practical skills for analyzing political reality among students.",,Attestation,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
59,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,307,Calculus - 2,Հանրահաշիվ - 2,6.0,Professional,4.0,The study of the theory of finite-dimensional linear spaces and the linear operators acting on them.,,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
60,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,307,Analysis of Combinatorial Algorithms,Կոմբինատոր ալգորիթմների վերլուծություն,3.0,Professional,8.0,"To familiarize students with the classes P and NP of combinatorial recognition problems, the concept of multivariate reduction of combinatorial problems, NP-hard and NP-complete problems.",,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
61,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,309,Data Science,Տվյալագիտություն,6.0,Professional,8.0,"- Present students with the possibilities of using collected data in various applied fields,  
- Familiarize them with modern methods and models of data intelligence analysis,  
- Explore data analysis technologies and software tools.",,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
62,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,308,Optimization Methods,Օպտիմիզացիայի մեթոդներ,4.0,Professional,7.0,"- Introduce students to the fundamentals of optimization methods,  
- Present the problems arising in this field,  
- Outline the main theoretical and numerical methods for solving unidimensional and multidimensional optimization problems.",,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
63,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,307,Research of Operations,Գործողությունների հետազոտում,6.0,Professional,7.0,"To develop students' understanding of mathematical modeling of problems arising in various fields of activity. Acquiring and demonstrating skills directed towards the construction, evaluation of models, and the search for solutions to emerging problems.",,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
64,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,308,Equations of Mathematical Physics,Մաթեմատիկական ֆիզիկայի հավասարումներ,6.0,Professional,6.0,"To introduce students to the general theory of differential equations with partial derivatives, the main problems for hyperbolic and parabolic type equations (Cauchy problem, boundary problems), and boundary problems for elliptic type equations.",,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
65,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,307,Mathematical Logic,Մաթեմատիկական տրամաբանություն,3.0,Professional,5.0,"Introduce students to the necessity of formalizing theories, the possibilities, the properties of formal theories, and the fields of application.",,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
66,Yerevan State University,Informatics and Applied Mathematics,061101.02.6,Bachelor,309,Machine Learning,Մեքենայական ուսուցում,6.0,Professional,5.0,"To teach students the modern methods and models of machine learning, to develop knowledge in students that is necessary for understanding and applying the algorithms used in machine learning systems, and to formulate and solve various problems.",,Exam,2025/2026,https://www.ysu.am/en/faculty/85/educational-program-305/edu-plan,Armenian,
